compound_id,simstd_sair,ik1_sair
O00444_CHEMBL5404385,0.5488,False
O00444_CHEMBL5438607,0.5547,False
O00444_CHEMBL5422518,0.5654,False
O00444_CHEMBL5397330,0.5654,False
O00444_CHEMBL5394971,0.5332,False
O00444_CHEMBL5430972,1.0,True
O00444_CHEMBL5412525,1.0,True
O00444_CHEMBL5420791,1.0,True
O00444_CHEMBL5435316,0.7534,False
O00444_CHEMBL5424478,0.7729,False
O00444_CHEMBL5432853,0.6763,False
O00444_CHEMBL5413962,1.0,True
O00444_CHEMBL5414664,0.4839,False
O00444_CHEMBL5408822,0.5645,False
O00444_CHEMBL5410643,0.4614,False
O00444_CHEMBL5402575,0.4924,False
O00444_CHEMBL5395263,0.4788,False
O00444_CHEMBL5416874,0.4546,False
O00444_CHEMBL5400742,0.522,False
O00444_CHEMBL5432922,0.3999,False
O00444_CHEMBL5434779,0.5151,False
O00444_CHEMBL5407687,0.4031,False
O00444_CHEMBL5399061,0.446,False
O00444_CHEMBL5394505,0.446,False
O00444_CHEMBL5402720,0.397,False
O00444_CHEMBL5429145,0.3896,False
O00444_CHEMBL5417800,0.4067,False
O00444_CHEMBL5430526,0.4307,False
O00444_CHEMBL5409014,0.5415,False
O00444_CHEMBL5401427,0.5312,False
O00444_CHEMBL5412717,0.4341,False
O00444_CHEMBL5431580,0.4844,False
O00444_CHEMBL5401007,1.0,True
O00444_CHEMBL5404382,0.8452,False
O00444_CHEMBL5410562,0.4929,False
O00444_CHEMBL5440788,0.4443,False
O00444_CHEMBL5415559,0.5508,False
O00444_CHEMBL5420027,0.4639,False
O14757_CHEMBL5413462,1.0,True
O14757_CHEMBL5409504,1.0,True
O14757_CHEMBL5420872,1.0,True
O14757_CHEMBL5421825,1.0,True
O14757_CHEMBL5428033,1.0,True
O14757_CHEMBL5439250,1.0,True
O14757_CHEMBL5420001,1.0,True
O14757_CHEMBL5421001,1.0,True
O14757_CHEMBL5431016,1.0,True
O14757_CHEMBL5427282,1.0,True
O14757_CHEMBL5407292,1.0,True
O14757_CHEMBL5408927,1.0,True
O14757_CHEMBL5409205,1.0,True
O14757_CHEMBL5401396,1.0,True
O14757_CHEMBL5408938,1.0,True
O14757_CHEMBL5398690,1.0,True
O14757_CHEMBL5394796,1.0,True
O14757_CHEMBL5430670,1.0,True
O14757_CHEMBL5398934,1.0,True
O14757_CHEMBL5419654,1.0,True
O14757_CHEMBL5403690,1.0,True
O14757_CHEMBL5432385,1.0,True
O14757_CHEMBL5425583,1.0,True
O14757_CHEMBL5427417,1.0,True
O14757_CHEMBL5433681,1.0,True
O14757_CHEMBL5433322,1.0,True
O14757_CHEMBL5439325,1.0,True
O14757_CHEMBL5395135,1.0,True
O14757_CHEMBL5429443,1.0,True
O14757_CHEMBL5433344,1.0,True
O14757_CHEMBL5424522,1.0,True
O14757_CHEMBL5430680,1.0,True
O14757_CHEMBL5424287,1.0,True
O14757_CHEMBL5438311,1.0,True
O14757_CHEMBL5409206,1.0,True
O14757_CHEMBL5410542,1.0,True
O14757_CHEMBL5406425,1.0,True
O14757_CHEMBL5408190,1.0,True
O14757_CHEMBL5408027,1.0,True
O14757_CHEMBL5401267,1.0,True
O14757_CHEMBL5411672,1.0,True
O14757_CHEMBL5411251,1.0,True
O14757_CHEMBL5428756,1.0,True
O14757_CHEMBL5432487,1.0,True
O14757_CHEMBL5433221,1.0,True
O14757_CHEMBL5406086,1.0,True
O14757_CHEMBL5428278,1.0,True
O14757_CHEMBL5398258,1.0,True
O14757_CHEMBL5411719,1.0,True
O14757_CHEMBL5424476,1.0,True
O14757_CHEMBL5438542,1.0,True
O14757_CHEMBL5398244,1.0,True
O14757_CHEMBL5405689,1.0,True
O14757_CHEMBL5401305,1.0,True
O14757_CHEMBL5434637,1.0,True
O14757_CHEMBL5411252,1.0,True
O14757_CHEMBL5396674,1.0,True
O14757_CHEMBL5410841,1.0,True
O14757_CHEMBL5426241,1.0,True
O43570_CHEMBL5433200,0.3875,False
O43570_CHEMBL5418092,0.3875,False
O43570_CHEMBL5431609,0.3735,False
O43570_CHEMBL5434405,0.3735,False
O43570_CHEMBL5399412,0.4062,False
O43570_CHEMBL5410769,0.4062,False
O43570_CHEMBL5430974,0.4092,False
O43570_CHEMBL5420563,0.4092,False
O43570_CHEMBL5394374,0.3901,False
O43570_CHEMBL5439211,0.3901,False
O43570_CHEMBL5420568,0.3845,False
O43570_CHEMBL5429492,0.3845,False
O43570_CHEMBL5406311,0.3845,False
O43570_CHEMBL5395028,0.3274,False
O43570_CHEMBL5408660,0.4468,False
O43570_CHEMBL5394136,0.3833,False
O43570_CHEMBL5428616,0.46,False
O43570_CHEMBL5411236,0.4807,False
O43570_CHEMBL5434644,0.4341,False
O43570_CHEMBL5418325,0.4036,False
O43570_CHEMBL5418448,0.4058,False
O43570_CHEMBL5396521,0.397,False
O43570_CHEMBL5406454,0.4678,False
O43570_CHEMBL5415157,0.4465,False
O43570_CHEMBL5430687,0.4844,False
O43570_CHEMBL5402415,0.3889,False
O43570_CHEMBL5403443,0.4131,False
O43570_CHEMBL5423785,0.4314,False
O43570_CHEMBL5420806,0.4768,False
O43570_CHEMBL5408282,0.4768,False
O43570_CHEMBL5403015,0.3767,False
O43570_CHEMBL5418584,0.3479,False
O43570_CHEMBL5408039,0.377,False
O43570_CHEMBL5417623,0.4465,False
O43570_CHEMBL5419120,0.4238,False
O43570_CHEMBL5419562,0.4614,False
O43570_CHEMBL5409839,0.4092,False
O43570_CHEMBL5406763,0.4468,False
O43570_CHEMBL5398527,0.4285,False
O43570_CHEMBL5398482,0.4375,False
O43570_CHEMBL5404478,0.491,False
O43570_CHEMBL5430744,0.4031,False
O43570_CHEMBL5404207,0.397,False
O43570_CHEMBL5432122,0.4058,False
O43570_CHEMBL5400096,0.4058,False
O43570_CHEMBL5427772,0.4119,False
O43570_CHEMBL5439825,0.3889,False
O43570_CHEMBL5424006,0.459,False
O43570_CHEMBL5419432,0.375,False
O43570_CHEMBL5436128,0.4348,False
O43570_CHEMBL5411012,0.4133,False
O43570_CHEMBL5427767,0.4211,False
O43570_CHEMBL5412673,0.543,False
O43570_CHEMBL5413719,0.5278,False
O43570_CHEMBL5434757,0.405,False
O43570_CHEMBL5398809,0.4795,False
O43570_CHEMBL5423264,0.4062,False
O43570_CHEMBL5431226,0.4133,False
O43570_CHEMBL5400438,0.4268,False
O43570_CHEMBL5422561,0.4465,False
O43570_CHEMBL5422492,0.4839,False
O43570_CHEMBL5438275,0.4268,False
O43570_CHEMBL5411466,0.4729,False
O43570_CHEMBL5419182,0.3674,False
O43570_CHEMBL5428815,0.6001,False
O43570_CHEMBL5406041,0.418,False
O43570_CHEMBL5439068,0.5425,False
O43570_CHEMBL5401486,0.4355,False
O43570_CHEMBL5424643,0.5,False
O43570_CHEMBL5402861,0.4546,False
O43570_CHEMBL5422807,0.4546,False
O43570_CHEMBL5415701,0.4067,False
O43570_CHEMBL5417652,0.4834,False
O43570_CHEMBL5430843,0.3921,False
O43570_CHEMBL5415971,0.4341,False
O43570_CHEMBL5434579,0.4424,False
O43570_CHEMBL5427495,0.415,False
O43570_CHEMBL5396279,0.426,False
O43570_CHEMBL5427064,0.3872,False
O43570_CHEMBL5434717,0.4482,False
O43570_CHEMBL5405313,0.4761,False
O43570_CHEMBL5428119,0.5181,False
O43570_CHEMBL5406828,0.5806,False
O43570_CHEMBL5421787,0.4849,False
O43570_CHEMBL5410832,0.5,False
O43570_CHEMBL5396229,0.4575,False
O43570_CHEMBL5400915,0.4565,False
O43570_CHEMBL5423723,0.418,False
O43570_CHEMBL5409485,0.4751,False
O43570_CHEMBL5411876,0.4651,False
O43570_CHEMBL5430806,0.5107,False
O43570_CHEMBL5427215,0.5112,False
O43570_CHEMBL5418987,0.5317,False
O43570_CHEMBL5417966,0.4424,False
O43570_CHEMBL5427397,0.519,False
O43570_CHEMBL5393899,0.4368,False
O43570_CHEMBL5416640,0.5332,False
O43570_CHEMBL5399753,0.5322,False
O43570_CHEMBL5432003,0.6348,False
O43570_CHEMBL5399026,0.6348,False
O43570_CHEMBL5413773,0.5713,False
O43570_CHEMBL5416330,0.5557,False
O43570_CHEMBL5429247,0.5273,False
O43570_CHEMBL5438146,0.5938,False
O43570_CHEMBL5400590,0.5884,False
O43570_CHEMBL5423705,0.5161,False
O43570_CHEMBL5420340,0.5322,False
O43570_CHEMBL5418256,0.5894,False
O43570_CHEMBL5408414,0.5894,False
O43570_CHEMBL5422630,0.3794,False
O43570_CHEMBL5412024,0.3625,False
O43570_CHEMBL5424738,0.4937,False
O43570_CHEMBL5423986,0.4097,False
O43570_CHEMBL5423626,0.4658,False
O43570_CHEMBL5407099,0.4023,False
O43570_CHEMBL5439232,0.4097,False
O43570_CHEMBL5412326,0.427,False
O43570_CHEMBL5404854,0.3928,False
O43570_CHEMBL5434475,0.4243,False
O43570_CHEMBL5398061,0.4729,False
O43570_CHEMBL5422153,0.4443,False
O43570_CHEMBL5395857,0.3999,False
O43570_CHEMBL5397659,0.5269,False
O43570_CHEMBL5419752,0.5322,False
O43570_CHEMBL5404038,0.7017,False
O43570_CHEMBL5439318,0.543,False
O43570_CHEMBL5405279,0.4722,False
O43570_CHEMBL5437142,0.4924,False
O43570_CHEMBL5420020,0.4922,False
O43570_CHEMBL5432770,0.5073,False
O43570_CHEMBL5395679,0.4688,False
O43570_CHEMBL5424727,0.4688,False
O43570_CHEMBL5425125,0.3835,False
O43570_CHEMBL5412351,0.5273,False
O43570_CHEMBL5424664,0.5186,False
O43570_CHEMBL5420931,0.4146,False
O43570_CHEMBL5417084,0.4443,False
O43570_CHEMBL5430482,0.3999,False
O43570_CHEMBL5414077,0.5269,False
O43570_CHEMBL5402143,0.5322,False
O43570_CHEMBL5426216,0.7017,False
O43570_CHEMBL5413021,0.543,False
O43570_CHEMBL5402145,0.4722,False
O43570_CHEMBL5438010,0.4924,False
O43570_CHEMBL5421531,0.4922,False
O43570_CHEMBL5411936,0.5073,False
O43570_CHEMBL5419447,0.4688,False
O43570_CHEMBL5396393,0.4688,False
O43570_CHEMBL5409658,0.3835,False
O43570_CHEMBL5413693,0.5273,False
O43570_CHEMBL5429073,0.5186,False
O43570_CHEMBL5401434,0.4146,False
O43570_CHEMBL5402497,0.4934,False
O43570_CHEMBL5412870,0.5796,False
O43570_CHEMBL5422706,0.5078,False
O43570_CHEMBL5425202,0.4521,False
O43570_CHEMBL5433765,0.5454,False
O43570_CHEMBL5420539,0.5078,False
O43570_CHEMBL5395423,0.4521,False
O43570_CHEMBL5407842,0.5908,False
O43570_CHEMBL5396530,0.5771,False
O43570_CHEMBL5397521,0.5908,False
O43570_CHEMBL5439370,0.6143,False
O43570_CHEMBL5415949,0.6143,False
O43570_CHEMBL5395274,0.3455,False
O43570_CHEMBL5407876,0.3562,False
O43570_CHEMBL5430374,0.3899,False
O43570_CHEMBL5403578,0.3906,False
O43570_CHEMBL5439016,0.3845,False
O43570_CHEMBL5430474,0.386,False
O43570_CHEMBL5439521,0.4426,False
O43570_CHEMBL5433722,0.5747,False
O43570_CHEMBL5416307,0.54,False
O43570_CHEMBL5402383,0.54,False
O43570_CHEMBL5397739,0.54,False
O43570_CHEMBL5399974,0.3333,False
O43570_CHEMBL5422102,0.449,False
O43570_CHEMBL5406077,0.5693,False
O43570_CHEMBL5440906,0.5469,False
O43570_CHEMBL5440763,0.4675,False
O43570_CHEMBL5436282,0.5,False
O43570_CHEMBL5411702,0.5469,False
O43570_CHEMBL5414836,0.4675,False
O43570_CHEMBL5399204,0.603,False
O43570_CHEMBL5433154,0.4507,False
O43570_CHEMBL5409881,0.4521,False
O43570_CHEMBL5403938,0.603,False
O43570_CHEMBL5421790,0.4507,False
O43570_CHEMBL5432812,0.5537,False
O43570_CHEMBL5408885,0.3962,False
O43570_CHEMBL5403077,0.5073,False
O43570_CHEMBL5420858,0.3833,False
O43570_CHEMBL5396677,0.4365,False
O43570_CHEMBL5413403,0.4226,False
O43570_CHEMBL5410282,0.3899,False
O43570_CHEMBL5417595,0.3977,False
O60341_CHEMBL5439389,0.4934,False
O60341_CHEMBL5408271,1.0,True
O60341_CHEMBL5416205,0.4189,False
O60341_CHEMBL5423159,0.729,False
O60341_CHEMBL5425308,0.4526,False
O60341_CHEMBL5433416,0.4321,False
O60341_CHEMBL5396850,0.4805,False
O60341_CHEMBL5434190,0.4934,False
O60341_CHEMBL5430614,0.5,False
O60341_CHEMBL5438843,0.481,False
O60341_CHEMBL5432041,0.5063,False
O60341_CHEMBL5423712,0.4866,False
O60341_CHEMBL5401491,0.366,False
O60341_CHEMBL5432465,0.4026,False
O60341_CHEMBL5439259,0.5835,False
O60341_CHEMBL5438431,0.3262,False
O60341_CHEMBL5410672,0.7905,False
O60341_CHEMBL5430017,0.4182,False
O60341_CHEMBL5406479,1.0,True
O60341_CHEMBL5413049,0.625,False
O60341_CHEMBL5434915,1.0,True
O60341_CHEMBL5432927,0.6479,False
O60341_CHEMBL5437604,1.0,True
O60341_CHEMBL5405904,0.6968,False
O60341_CHEMBL5420365,0.3794,False
O60341_CHEMBL5421422,0.45,False
O60341_CHEMBL5422216,0.8193,False
O60341_CHEMBL5433323,0.6406,False
O60341_CHEMBL5409970,0.729,False
O60341_CHEMBL5426797,1.0,True
O60341_CHEMBL5434546,1.0,True
O60341_CHEMBL5429228,1.0,True
O60341_CHEMBL5435026,1.0,True
O60341_CHEMBL5407947,1.0,True
O60341_CHEMBL5440105,0.8115,False
O60341_CHEMBL5406671,1.0,True
O60341_CHEMBL5429994,0.3333,False
O60341_CHEMBL5419169,0.4666,False
O60341_CHEMBL5440680,0.4839,False
O60341_CHEMBL5409400,0.707,False
O60341_CHEMBL5420493,1.0,True
O60341_CHEMBL5411051,0.4629,False
O60341_CHEMBL5428732,1.0,True
O60341_CHEMBL5415964,0.4153,False
O60341_CHEMBL5399635,1.0,True
O60341_CHEMBL5406759,0.8037,False
O60341_CHEMBL5413744,1.0,True
O60341_CHEMBL5428176,1.0,True
O60341_CHEMBL5440196,1.0,True
O60341_CHEMBL5428924,1.0,True
O60341_CHEMBL5396510,1.0,True
O60341_CHEMBL5397056,1.0,True
O60341_CHEMBL5416718,0.8462,False
O60341_CHEMBL5422540,1.0,True
O60341_CHEMBL5435872,0.8945,False
O60341_CHEMBL5434343,1.0,True
O60341_CHEMBL5399692,1.0,True
O60341_CHEMBL5410411,0.791,False
O60341_CHEMBL5435978,0.7207,False
O60341_CHEMBL5436412,0.6924,False
O60341_CHEMBL5407104,0.7144,False
O60341_CHEMBL5406892,0.6719,False
O60341_CHEMBL5426980,0.6616,False
O60341_CHEMBL5397316,0.7231,False
O60341_CHEMBL5437172,0.75,False
O60341_CHEMBL5430058,0.7998,False
O60341_CHEMBL5406132,0.8931,False
O60341_CHEMBL5409890,0.6826,False
O60341_CHEMBL5406521,1.0,True
O60341_CHEMBL5435173,1.0,True
O60341_CHEMBL5404495,0.6514,False
O60341_CHEMBL5410286,0.6724,False
O60341_CHEMBL5425391,0.8276,False
O60341_CHEMBL5423330,1.0,True
O60341_CHEMBL5428936,1.0,True
O60341_CHEMBL5413148,1.0,True
O60341_CHEMBL5428788,0.7881,False
O60341_CHEMBL5436427,0.7998,False
O60341_CHEMBL5425120,0.7534,False
O60341_CHEMBL5423110,0.7881,False
O60341_CHEMBL5431790,1.0,True
O60341_CHEMBL5399676,1.0,True
O60341_CHEMBL5440601,0.522,False
O60341_CHEMBL5413316,1.0,True
O60341_CHEMBL5440032,1.0,True
O60341_CHEMBL5405377,1.0,True
O60341_CHEMBL5400631,0.8525,False
O60341_CHEMBL5416905,0.6724,False
O60341_CHEMBL5413825,0.4722,False
O60341_CHEMBL5416497,0.4285,False
O60341_CHEMBL5415883,0.4153,False
O60341_CHEMBL5394389,0.7617,False
O60341_CHEMBL5405788,1.0,True
O60341_CHEMBL5419993,1.0,True
O60341_CHEMBL5417682,1.0,True
O60341_CHEMBL5408302,0.8306,False
O60341_CHEMBL5435117,1.0,True
O60341_CHEMBL5408598,1.0,True
O60341_CHEMBL5398801,0.8306,False
O60341_CHEMBL5400344,0.6724,False
O60341_CHEMBL5414185,0.6934,False
O60341_CHEMBL5439488,1.0,True
O60341_CHEMBL5416264,0.7754,False
O60341_CHEMBL5406191,1.0,True
O60341_CHEMBL5433364,1.0,True
O60341_CHEMBL5403602,1.0,True
O60341_CHEMBL5429412,1.0,True
O60341_CHEMBL5436035,1.0,True
O60341_CHEMBL5403862,1.0,True
O60341_CHEMBL5419295,1.0,True
O60341_CHEMBL5424948,1.0,True
O60341_CHEMBL5418093,1.0,True
O60341_CHEMBL5401496,1.0,True
O60341_CHEMBL5404895,0.5776,False
O60341_CHEMBL5424591,0.5542,False
O60341_CHEMBL5403548,0.5933,False
O60341_CHEMBL5435587,0.7222,False
O60341_CHEMBL5396414,0.6724,False
O60341_CHEMBL5396152,0.7378,False
O60341_CHEMBL5418619,0.8423,False
O60341_CHEMBL5416406,0.7832,False
O60341_CHEMBL5438908,0.6982,False
O60674_CHEMBL5412815,0.5396,False
O60674_CHEMBL5424439,0.7456,False
O60674_CHEMBL5398468,1.0,True
O60674_CHEMBL5429688,1.0,True
O60674_CHEMBL5408539,1.0,True
O60674_CHEMBL5417474,0.6772,False
O60674_CHEMBL5395839,0.6094,False
O60674_CHEMBL5403897,0.7588,False
O60674_CHEMBL5420083,0.7964,False
O60674_CHEMBL5420971,0.6392,False
O60674_CHEMBL5424098,1.0,True
O60674_CHEMBL5423387,1.0,True
O60674_CHEMBL5430795,1.0,True
O60674_CHEMBL5405043,1.0,True
O60674_CHEMBL5410919,1.0,True
O60674_CHEMBL5435417,1.0,True
O60674_CHEMBL5439582,1.0,True
O60674_CHEMBL5427932,1.0,True
O60674_CHEMBL5405140,1.0,True
O60674_CHEMBL5404261,1.0,True
O60674_CHEMBL5441087,1.0,True
O60674_CHEMBL5440017,1.0,True
O60674_CHEMBL5434116,1.0,True
O60674_CHEMBL5396523,1.0,True
O60674_CHEMBL5423894,1.0,True
O60674_CHEMBL5424497,0.3918,False
O60674_CHEMBL5409953,0.7998,False
O60674_CHEMBL5422886,0.7705,False
O60674_CHEMBL5412967,0.7344,False
O60674_CHEMBL5419117,0.7002,False
O60674_CHEMBL5402252,0.7002,False
O60674_CHEMBL5436068,1.0,True
O60674_CHEMBL5435274,1.0,True
O60674_CHEMBL5407329,1.0,True
O60674_CHEMBL5407260,0.6914,False
O60674_CHEMBL5396554,0.6914,False
O60674_CHEMBL5415586,0.7407,False
O60674_CHEMBL5409666,0.7144,False
O60674_CHEMBL5433426,0.6499,False
O60674_CHEMBL5395378,1.0,True
O60674_CHEMBL5420468,1.0,True
O60674_CHEMBL5403288,1.0,True
O60674_CHEMBL5430060,1.0,True
O60674_CHEMBL5432029,1.0,True
O60674_CHEMBL5436997,1.0,True
O60674_CHEMBL5417435,1.0,True
O60674_CHEMBL5432284,1.0,True
O60674_CHEMBL5402797,1.0,True
O60674_CHEMBL5405344,1.0,True
O60674_CHEMBL5410239,1.0,True
O60674_CHEMBL5404765,1.0,True
O60674_CHEMBL5434965,1.0,True
O60674_CHEMBL5429675,1.0,True
O60674_CHEMBL5402554,1.0,True
O60674_CHEMBL5415481,1.0,True
O60674_CHEMBL5408994,1.0,True
O60674_CHEMBL5419978,1.0,True
O60674_CHEMBL5435482,0.729,False
O60674_CHEMBL5408205,1.0,True
O60674_CHEMBL5436744,1.0,True
O60674_CHEMBL5440510,1.0,True
O60674_CHEMBL5438892,1.0,True
O60674_CHEMBL5414095,1.0,True
O60674_CHEMBL5412619,1.0,True
O60674_CHEMBL5437653,1.0,True
O60674_CHEMBL5400209,1.0,True
O60674_CHEMBL5437261,0.6787,False
O60674_CHEMBL5419271,1.0,True
O60674_CHEMBL5436383,1.0,True
O60674_CHEMBL5431257,1.0,True
O60674_CHEMBL5440264,0.6924,False
O60674_CHEMBL5420928,1.0,True
O60674_CHEMBL5413489,0.769,False
O60674_CHEMBL5429461,0.6035,False
O60674_CHEMBL5421116,1.0,True
O60674_CHEMBL5422793,1.0,True
O60674_CHEMBL5430869,1.0,True
O60885_CHEMBL5437203,0.3999,False
O60885_CHEMBL5416784,0.4358,False
O60885_CHEMBL5407959,0.6768,False
O60885_CHEMBL5394534,0.3713,False
O60885_CHEMBL5414323,0.3823,False
O60885_CHEMBL5401408,0.301,False
O60885_CHEMBL5440275,0.4263,False
O60885_CHEMBL5436620,0.3784,False
O60885_CHEMBL5401812,0.3967,False
O60885_CHEMBL5432311,0.4119,False
O60885_CHEMBL5394840,0.4084,False
O60885_CHEMBL5414143,0.3972,False
O60885_CHEMBL5424895,0.3999,False
O60885_CHEMBL5439894,0.3733,False
O60885_CHEMBL5435639,0.3733,False
O60885_CHEMBL5431833,0.4167,False
O60885_CHEMBL5435025,0.3635,False
O60885_CHEMBL5411975,0.4639,False
O60885_CHEMBL5405537,0.3896,False
O60885_CHEMBL5419237,0.3684,False
O60885_CHEMBL5400204,0.3999,False
O60885_CHEMBL5409544,0.3999,False
O60885_CHEMBL5420313,0.4395,False
O60885_CHEMBL5412097,0.3977,False
O60885_CHEMBL5406544,0.3647,False
O60885_CHEMBL5429382,0.3684,False
