series,ligand_id,smiles,sim_chembl34_full,ik_chembl34_full,sim_bindingdb_pre2412,ik_bindingdb_pre2412,sim_bindingnet_full,ik_bindingnet_full,sim_hiqbind,ik_hiqbind,sim_spindr,ik_spindr,sim_bindingmoad,ik_bindingmoad,sim_pdbbind2020,ik_pdbbind2020,sim_pdbbind2020_general,ik_pdbbind2020_general,sim_omol25,ik_omol25,sim_plinder,ik_plinder,sim_kinodata,ik_kinodata,sim_kiba3d,ik_kiba3d,sim_davis3d,ik_davis3d,sim_sair,ik_sair,max_sim,top_corpus,any_inchikey_hit,flowr_max
L1000,L1016,Fc4cc1c(scc1Cn2c3c(c(c2C(=O)O)CC(=O)N(C)C)cccc3)cc4,0.4697,False,0.4697,False,0.418,False,0.3333,False,0.3333,False,0.3333,False,0.2622,False,0.3333,False,0.3491,False,0.3381,False,0.2908,False,0.2715,False,0.184,False,0.397,False,0.4697,chembl34_full,False,0.397
L1000,L1017,Fc4cc1c(n(c(c1CNS(=O)(=O)C)C(=O)O)Cc2c3c(ccc2)cccc3)cc4,0.522,False,0.446,False,0.4143,False,0.3462,False,0.3293,False,0.3381,False,0.3276,False,0.3462,False,0.3767,False,0.3462,False,0.3293,False,0.3247,False,0.1827,False,0.3789,False,0.522,chembl34_full,False,0.3789
L3000,L3001,Fc1ccc(cc1)Cc2ncnc3c2CN(CC3)C(=O)Cc4cc(c(cc4)Cl)Cl,0.5557,False,0.5557,False,0.5557,False,0.2913,False,0.2891,False,0.2917,False,0.3784,False,0.2917,False,0.4482,False,0.311,False,0.3416,False,0.2705,False,0.21,False,0.3699,False,0.5557,chembl34_full,False,0.3699
L3000,L3003,FC(F)(F)c1cc(c(cc1)CCC(=O)N2CCN(CC2)Cc3c(cc(cc3)S(=O)(=O)N)F)Cn4nnc(n4)C,0.4546,False,0.8311,False,0.4546,False,0.325,False,0.2927,False,0.3132,False,0.325,False,0.325,False,0.3452,False,0.325,False,0.3191,False,0.2554,False,0.233,False,0.8311,False,0.8311,bindingdb_pre2412,False,0.8311
L3000,L3009,FC(F)(F)c1cc(c(cc1)CCC(=O)N2CC3=C(C2)CN(C3)C(=O)c4ncc(cc4F)S(=O)(=O)N)Cn5nnc(n5)C,0.3958,False,1.0,True,0.3958,False,0.2842,False,0.2759,False,0.2617,False,0.2842,False,0.2842,False,0.2839,False,0.2842,False,0.2759,False,0.2371,False,0.1786,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3019,Clc1c(cc(c(c1)C(C)(C)C)COc2n[nH]c3c2CCN(CC3)C(=O)c4ccc(cc4)S(=O)(=O)N)C,0.3867,False,0.4756,False,0.3867,False,0.3733,False,0.2681,False,0.2949,False,0.3589,False,0.3589,False,0.3425,False,0.3733,False,0.3555,False,0.2354,False,0.2222,False,0.4756,False,0.4756,bindingdb_pre2412,False,0.4756
L3000,L3021,FC(F)(F)c1cc(c(cc1)CCC(=O)N2CCC(CC2)CC[S@@](=O)c3sc(cn3)S(=O)(=O)N)Cn4nnc(n4)C,0.427,False,1.0,True,0.427,False,0.2566,False,0.2291,False,0.2566,False,0.25,False,0.25,False,0.2874,False,0.28,False,0.2673,False,0.2264,False,0.178,False,1.0,True,1.0,bindingdb_pre2412,True,1.0
L3000,L3024,Brc1cc(ccc1)[C@@H](NC(=O)COc2c(cccc2CN3CC(C3)(F)F)OC)CC(=O)NC,0.3999,False,0.3552,False,0.3538,False,0.2661,False,0.2844,False,0.2651,False,0.2385,False,0.2703,False,0.3999,False,0.3523,False,0.2778,False,0.25,False,0.2,False,0.3552,False,0.3999,chembl34_full,False,0.3552
L3000,L3026,Clc1cc(cc(c1)COC(=O)N5CC2(OCC(C2)NC(=O)c4cc3[nH]nnc3cc4)C5)Cl,0.4431,False,0.6851,False,0.4431,False,0.3794,False,0.2551,False,0.2551,False,0.2556,False,0.4204,False,0.4097,False,0.2825,False,0.2966,False,0.2551,False,0.2,False,0.519,False,0.6851,bindingdb_pre2412,False,0.519
L3000,L3027,Clc1ccc(cc1)CN2C(=O)NC(C2=O)(C)c3ccc(cc3)C,0.7803,False,0.5332,False,0.5293,False,0.3774,False,0.3389,False,0.3774,False,0.3774,False,0.3518,False,0.6875,False,0.3774,False,0.3879,False,0.2727,False,0.1774,False,0.4814,False,0.7803,chembl34_full,False,0.4814
L3000,L3028,Clc1c(ccc(c1)Cl)CCC(=O)N[C@H]3Cc2c(cccc2)CN(C3=O)CC(=O)NC,0.4534,False,0.4534,False,0.4534,False,0.3196,False,0.3,False,0.2856,False,0.3188,False,0.3188,False,0.3767,False,0.3411,False,0.3374,False,0.2527,False,0.2106,False,0.425,False,0.4534,chembl34_full,False,0.425
L3000,L3031,Brc1ccc(cc1)CNCc2cn(c3c2cccc3)CCC(=O)NC,0.5308,False,0.5098,False,0.4426,False,0.3967,False,0.2817,False,0.3281,False,0.3562,False,0.3562,False,0.459,False,0.4075,False,0.3677,False,0.261,False,0.1948,False,0.4753,False,0.5308,chembl34_full,False,0.4753
L3000,L3035,Fc1ccc(cc1)Cc2c3c(ccc2)CCN(C3)C(=O)Cc4cc(c(cc4)Cl)Cl,0.4656,False,0.4656,False,0.4226,False,0.3125,False,0.3152,False,0.3125,False,0.3157,False,0.3135,False,0.4644,False,0.3447,False,0.3171,False,0.2563,False,0.1918,False,0.3901,False,0.4656,chembl34_full,False,0.3901
L3000,L3037,[nH]1nc(cc1COc2c(cc(c(c2)C)C#N)C(C)(C)C)C(=O)N4CC3(COCC3)CC4,0.4583,False,0.48,False,0.3333,False,0.3103,False,0.3103,False,0.3059,False,0.2659,False,0.2681,False,0.4197,False,0.3103,False,0.2874,False,0.2472,False,0.215,False,0.4417,False,0.48,bindingdb_pre2412,False,0.4417
L3000,L3038,Clc1c(cc(c(c1)OCc2n(c(cn2)C#N)C)C(C)(C)C)C#N,0.4238,False,0.5967,False,0.3623,False,0.2683,False,0.2683,False,0.2683,False,0.2683,False,0.2715,False,0.3,False,0.2683,False,0.2771,False,0.2705,False,0.2683,False,0.5967,False,0.5967,bindingdb_pre2412,False,0.5967
L3000,L3039,N1C=CC=C(C1=O)COc2c(cc(c(c2)C)C#N)C(C)(C)C,0.3965,False,0.5928,False,0.3425,False,0.3157,False,0.3157,False,0.2986,False,0.2896,False,0.3157,False,0.4355,False,0.3333,False,0.2837,False,0.2593,False,0.1827,False,0.5254,False,0.5928,bindingdb_pre2412,False,0.5254
L3000,L3042,Clc1c(cc(c(c1)OCc2n(c(cn2)C(=O)N4C3(COC3)CC4)C)C(C)(C)C)C#N,0.3601,False,0.521,False,0.3374,False,0.2605,False,0.2605,False,0.2605,False,0.2605,False,0.2766,False,0.3125,False,0.2605,False,0.28,False,0.2754,False,0.2605,False,0.521,False,0.521,bindingdb_pre2412,False,0.521
L3000,L3043,Clc1c(cc(c(c1)OCc2n3c(cn2)C(=O)N(CC3)C)C(C)(C)C)C#N,0.3677,False,0.5386,False,0.3206,False,0.2585,False,0.2585,False,0.2585,False,0.2585,False,0.2727,False,0.282,False,0.2585,False,0.2637,False,0.2581,False,0.2556,False,0.5386,False,0.5386,bindingdb_pre2412,False,0.5386
L3000,L3044,Clc1c(cc(c(c1)OCc2n(c(cn2)C(=O)NC)C)C(C)(C)C)C#N,0.373,False,0.5469,False,0.342,False,0.2856,False,0.28,False,0.2593,False,0.2585,False,0.3059,False,0.3289,False,0.28,False,0.2817,False,0.2727,False,0.2585,False,0.5469,False,0.5469,bindingdb_pre2412,False,0.5469
L3000,L3045,Clc1c(cc(c(c1)OCc2n(c(cn2)C(=O)NC3COC3)C)C(C)(C)C)C#N,0.3562,False,0.4929,False,0.3562,False,0.2681,False,0.2715,False,0.2681,False,0.2527,False,0.3259,False,0.3215,False,0.2979,False,0.303,False,0.2747,False,0.2527,False,0.4929,False,0.4929,bindingdb_pre2412,False,0.4929
L3000,L3047,[nH]1nncc1CCOCC(=O)N3Cc2nc(ncc2C3)NC5Cc4c(cccc4)C5,0.7354,True,1.0,True,0.7354,True,0.5073,False,0.3125,False,0.2346,False,0.2559,False,0.3125,False,0.3735,False,0.3125,False,0.3765,False,0.2827,False,0.2056,False,0.3777,False,1.0,bindingdb_pre2412,True,0.5073
L3000,L3049,Clc1c(cc(c(c1)OCc2n(c(cn2)C(=O)NC3CS(=O)(=O)C3)C)C(C)(C)C)C#N,0.3699,False,0.4795,False,0.3333,False,0.2737,False,0.2737,False,0.2737,False,0.2737,False,0.3186,False,0.314,False,0.2737,False,0.2971,False,0.2688,False,0.2737,False,0.4795,False,0.4795,bindingdb_pre2412,False,0.4795
L3000,L3050,N1N=C(CCC1=O)COc2c(cc(c(c2)C)C#N)C(C)(C)C,0.3174,False,0.5591,False,0.2793,False,0.24,False,0.2837,False,0.2433,False,0.2297,False,0.2529,False,0.3174,False,0.2837,False,0.2793,False,0.2106,False,0.1777,False,0.5166,False,0.5591,bindingdb_pre2412,False,0.5166
L3000,L3053,Clc1c(cc(c(c1)OCc2n(c(cn2)-c3noc(c3)C4COC4)C)C(C)(C)C)C#N,0.3333,False,0.4658,False,0.2942,False,0.2441,False,0.2371,False,0.2371,False,0.2371,False,0.2396,False,0.2891,False,0.2371,False,0.2578,False,0.2524,False,0.2371,False,0.4658,False,0.4658,bindingdb_pre2412,False,0.4658
L3000,L3054,Clc1c(cc(c(c1)OCc2n(c(cn2)-c3ncnc(c3)OC)C)C(C)(C)C)C#N,0.3572,False,0.5,False,0.3125,False,0.2637,False,0.2637,False,0.2637,False,0.2637,False,0.2637,False,0.2637,False,0.2637,False,0.2717,False,0.2659,False,0.2637,False,0.5,False,0.5,bindingdb_pre2412,False,0.5
L3000,L3056,s1nc2c(n1)cccc2OCC(=O)N3[C@@H](CC3)C(=O)N,0.4517,False,0.3718,False,0.365,False,0.2949,False,0.2683,False,0.2949,False,0.28,False,0.2949,False,0.5601,False,0.3396,False,0.2913,False,0.2908,False,0.1882,False,0.3691,False,0.5601,omol25,False,0.3691
L3000,L3057,Clc1cc2c(cc1)CC(C2)Nc3nc4c(cn3)CN(C4)S(=O)(=O)C5COC5,0.4329,False,0.4329,False,0.4329,False,0.4329,False,0.3408,False,0.2666,False,0.2559,False,0.3408,False,0.3479,False,0.4265,False,0.4143,False,0.2791,False,0.2559,False,0.4143,False,0.4329,chembl34_full,False,0.4329
L3000,L3058,Fc1c(ccc(c1)C)-c2cc(cc(c2)C(=O)NCc3ncc(nc3)C)-n4nnnc4CCC,0.5928,False,0.4158,False,0.3418,False,0.2754,False,0.2754,False,0.2754,False,0.2727,False,0.2754,False,0.3767,False,0.2903,False,0.3,False,0.2449,False,0.2106,False,0.4285,False,0.5928,chembl34_full,False,0.4285
L3000,L3060,Clc1cc(cc(c1)COC(=O)N3CCC2(CN(C2)C(=O)C)CC3)Cl,0.4656,False,0.625,False,0.4656,False,0.4119,False,0.3098,False,0.3098,False,0.2413,False,0.4119,False,0.4644,False,0.4407,False,0.3076,False,0.2236,False,0.2419,False,0.5864,False,0.625,bindingdb_pre2412,False,0.5864
L3000,L3061,Clc5cc1c(n(c2c1CCN(C2)C(=O)CCc3[nH]cnc3)Cc4ccc(cc4)C#N)cc5,0.4216,False,0.4216,False,0.4216,False,0.2891,False,0.2891,False,0.2805,False,0.3096,False,0.3096,False,0.3545,False,0.3369,False,0.301,False,0.2605,False,0.2,False,0.3647,False,0.4216,chembl34_full,False,0.3647
L3000,L3064,Clc1c(cc(c(c1)C(C)C)C2=NNC(=O)N2C)C,0.4048,False,0.5801,False,0.3708,False,0.3708,False,0.3708,False,0.3125,False,0.3125,False,0.3125,False,0.4048,False,0.3708,False,0.2881,False,0.2886,False,0.2084,False,0.5801,False,0.5801,bindingdb_pre2412,False,0.5801
L3000,L3066,N1N=C(N(C1=O)C)c2cc4c(c(c2)OCC3CC3)cccc4,0.4407,False,0.4246,False,0.3647,False,0.3333,False,0.2825,False,0.2825,False,0.2786,False,0.322,False,0.3635,False,0.3333,False,0.3572,False,0.2715,False,0.2561,False,0.4492,False,0.4492,sair,False,0.4492
L3000,L3068,Fc1c(cccc1)-c2cc3c(cc2)N=C(CC(=O)N3)c4cc(ccc4)-c5nnc(o5)C,0.5859,False,0.6001,False,0.5859,False,0.3284,False,0.2949,False,0.3284,False,0.3284,False,0.3284,False,0.4917,False,0.2949,False,0.3999,False,0.2913,False,0.2023,False,0.4546,False,0.6001,bindingdb_pre2412,False,0.4546
L3000,L3073,S2\C(=C\c1ccc(cc1)C(C)(C)C)\C(=O)N=C2N3CCCC3,1.0,True,0.6958,False,0.6807,False,0.5283,False,0.2856,False,0.5283,False,0.2778,False,0.4153,False,0.7441,False,0.3958,False,0.2834,False,0.3064,False,0.1548,False,0.3999,False,1.0,chembl34_full,True,0.5283
L3000,L3075,O3c1c(ccc(c1CCC)OCC(O)COc2c(c(c(cc2)C(=O)C)O)CCC)C(=O)C=C3C(=O)O,1.0,True,1.0,True,1.0,True,0.4626,False,0.4626,False,0.3,False,0.3,False,0.3076,False,0.4285,False,0.4626,False,0.2764,False,0.2209,False,0.1827,False,1.0,True,1.0,chembl34_full,True,1.0
L3000,L3076,FC(F)(F)Oc1cc(c(cc1)COC(=O)N3CCn2nc(cc2C3)C(=O)N5CCc4[nH]nnc4C5)C,0.395,False,0.9165,False,0.3777,False,0.2451,False,0.2637,False,0.2451,False,0.2291,False,0.25,False,0.3572,False,0.2637,False,0.2673,False,0.2476,False,0.215,False,0.9165,False,0.9165,bindingdb_pre2412,False,0.9165
L3000,L3077,Clc1cc(cc(c1)CCS(=O)(=O)[C@@H]5C[C@@H]2[C@@H](CN(C2)C(=O)c4cc3nn[nH]c3cc4)C5)Cl,0.5,False,0.6982,False,0.3572,False,0.2727,False,0.2727,False,0.2727,False,0.2469,False,0.3447,False,0.4856,False,0.3333,False,0.3164,False,0.2307,False,0.2568,False,0.6616,False,0.6982,bindingdb_pre2412,False,0.6616
L3000,L3079,Clc1ccc(cc1)-c2sc(nc2C(=O)NC)-n3cnc4c3cc(c(c4)OC)OC,0.4307,False,0.4304,False,0.4189,False,0.3552,False,0.3132,False,0.3552,False,0.3552,False,0.3552,False,0.3967,False,0.3923,False,0.3999,False,0.3579,False,0.2151,False,0.4189,False,0.4307,chembl34_full,False,0.4189
L3000,L3080,FC(F)(F)c1ccc(cc1)CCC(=O)c2cc(c(cc2)NC(=O)C)N,0.5557,False,0.5576,False,0.4834,False,0.3394,False,0.3394,False,0.3704,False,0.3384,False,0.3704,False,0.5107,False,0.5107,False,0.3674,False,0.2715,False,0.2021,False,0.4834,False,0.5576,bindingdb_pre2412,False,0.5107
L3000,L3081,N1N=C(N(C1=O)C)CC(=O)N(Cc2ccccc2)c3ccccc3,0.5454,False,0.4629,False,0.4443,False,0.3333,False,0.2986,False,0.3115,False,0.3333,False,0.3333,False,0.4888,False,0.3091,False,0.3276,False,0.2727,False,0.2209,False,0.4443,False,0.5454,chembl34_full,False,0.4443
L3000,L3083,O(CCC(C)(C)c1c(cc(cc1C)C)O)C(=O)C(C)(C)C,0.3831,False,0.353,False,0.3389,False,0.3269,False,0.2449,False,0.3269,False,0.3269,False,0.261,False,0.3684,False,0.3269,False,0.2622,False,0.2407,False,0.1628,False,0.3518,False,0.3831,chembl34_full,False,0.3518
L3000,L3087,Clc1ccc(cc1)-c2c3n(nc2)c(cc(n3)C)NCC4OCCC4,0.5908,False,0.5625,False,0.5625,False,0.3479,False,0.3479,False,0.3013,False,0.2703,False,0.3022,False,0.6094,False,0.4033,False,0.4216,False,0.2688,False,0.1882,False,0.3672,False,0.6094,omol25,False,0.4216
L3000,L3090,n1(cncc1)CCCCN(Cc2cnc(cc2)Nc3ccc(cc3)C(C)C)C(=O)C,0.5396,False,0.5396,False,0.5396,False,0.3594,False,0.2683,False,0.3379,False,0.3,False,0.3,False,0.4126,False,0.3733,False,0.3376,False,0.2632,False,0.22,False,0.4265,False,0.5396,chembl34_full,False,0.4265
L3000,L3095,Clc1c(c(cc(c1)Cl)Cl)C(=O)c2cc(c(cc2)SC)CC3=NNC(=O)C=C3,0.4395,False,0.3999,False,0.4395,False,0.2715,False,0.2537,False,0.2461,False,0.2405,False,0.2615,False,0.4424,False,0.3684,False,0.2727,False,0.2466,False,0.2,False,0.4395,False,0.4424,omol25,False,0.4395
L3000,L3096,S3/C(=C\c1ccc(cc1)Oc2ccccc2)/C(=O)N=C3N4CCCC4,0.7856,False,0.7393,False,0.6538,False,0.4822,False,0.2983,False,0.4912,False,0.3147,False,0.4031,False,0.7856,False,0.3799,False,0.2942,False,0.3833,False,0.1805,False,0.5317,False,0.7856,chembl34_full,False,0.5317
L3000,L3099,Fc1c(ccc(c1)Cl)-c2cc4c(cc2)NC(=O)[C@@H]3N(CCN(C3)C(=O)OC(C)(C)C)C4=O,0.5635,False,0.3999,False,0.3855,False,0.2991,False,0.2839,False,0.2991,False,0.2856,False,0.2825,False,0.4026,False,0.3037,False,0.4023,False,0.2827,False,0.2467,False,0.3625,False,0.5635,chembl34_full,False,0.4023
L3000,L3101,N21[C@H](C[C@@H]([C@H](C1)C#C)CC2)COC(=O)NC3CCCCC3,0.4333,False,0.3635,False,0.323,False,0.2764,False,0.2764,False,0.2979,False,0.2354,False,0.2979,False,0.4915,False,0.321,False,0.2559,False,0.1976,False,0.1753,False,0.3167,False,0.4915,omol25,False,0.321
L3000,L3105,Clc1ccc(cc1)-c2nc(cc(c2)S(=O)(=O)C)C(C)(C)C,0.468,False,0.468,False,0.468,False,0.3208,False,0.3208,False,0.3208,False,0.3208,False,0.3208,False,0.4319,False,0.3408,False,0.3655,False,0.2856,False,0.1864,False,0.3999,False,0.468,chembl34_full,False,0.3999
L3000,L3106,Fc1ccc(cc1)C#Cc2cnc(cc2)NC(=O)C,0.5127,False,0.5127,False,0.5127,False,0.353,False,0.3333,False,0.353,False,0.2708,False,0.353,False,0.4773,False,0.3799,False,0.4465,False,0.3225,False,0.1932,False,0.4119,False,0.5127,chembl34_full,False,0.4465
L3000,L3109,O[C@H]1[C@H]([C@H]4C5([C@H](C1)O)C3([C@H]([C@]2([C@@]([C@H](CC2)[C@@H](CC(=O)C(=C)C(C)C)C)(CC3)C)C)CC4)C5)C(=O)O,0.6528,False,0.4189,False,0.4097,False,0.2673,False,0.2891,False,0.2891,False,0.2891,False,0.2891,False,0.4055,False,0.2891,False,0.1926,False,0.2128,False,0.0956,False,0.3489,False,0.6528,chembl34_full,False,0.3489
L3000,L3111,N1(CCC(CC1)C(=O)NCc2nonc2C)c3c4c(ccc3)C(=O)N(C4=O)CC5CCCCC5,0.5278,False,0.375,False,0.3691,False,0.3103,False,0.3103,False,0.2791,False,0.2705,False,0.3103,False,0.405,False,0.3193,False,0.3,False,0.2413,False,0.1913,False,0.3333,False,0.5278,chembl34_full,False,0.3333
L3000,L3114,Brc1ccc(cc1)/C=C/4\c2c(cccc2)CN5c3c(cccc3)C(=O)N=C54,0.6304,False,0.426,False,0.426,False,0.2778,False,0.2778,False,0.2778,False,0.2778,False,0.3125,False,0.6304,False,0.2778,False,0.2739,False,0.2646,False,0.191,False,0.3899,False,0.6304,chembl34_full,False,0.3899
L3000,L3115,Clc1c(c(ccc1)Cl)N4Cc2c(nc(nc2)NCC(O)c3ccccc3)N(C4=O)C,0.5264,False,0.5693,False,0.5264,False,0.3333,False,0.5264,False,0.2417,False,0.2812,False,0.5264,False,0.3333,False,0.5405,False,0.3933,False,0.2795,False,0.2471,False,0.3933,False,0.5693,bindingdb_pre2412,False,0.5405
L3000,L3120,FC(F)(F)c1c(ccc(c1)C(=O)N[C@H]2C[C@H](CC2)C(=O)N3[C@H](C(=O)N(CC3)CC(=O)NC)Cc4ccccc4)Cl,0.54,False,0.54,False,0.54,False,0.4468,False,0.321,False,0.321,False,0.29,False,0.3118,False,0.3562,False,0.4468,False,0.3635,False,0.2644,False,0.2546,False,0.3831,False,0.54,chembl34_full,False,0.4468
L3000,L3121,FC(F)(F)c1cc(ccc1)[C@@H](NC(=O)COc2c(cccc2CN(Cc3scc(n3)C)C)OC)CC(=O)NC,0.4353,False,0.4353,False,0.4062,False,0.2744,False,0.2744,False,0.2474,False,0.2708,False,0.2888,False,0.3679,False,0.3064,False,0.3225,False,0.2708,False,0.1858,False,0.3774,False,0.4353,chembl34_full,False,0.3774
L3000,L3126,FC(F)(F)Oc1c(cc(cc1)COC(=O)N2CCC(CC2)(O)CNC(=O)c4cc3nn[nH]c3cc4)F,0.5059,False,0.6621,False,0.5059,False,0.2913,False,0.2913,False,0.2913,False,0.2473,False,0.5059,False,0.4417,False,0.3376,False,0.301,False,0.2524,False,0.2087,False,0.6621,False,0.6621,bindingdb_pre2412,False,0.6621
L3000,L3127,FC(F)(F)Oc1ccc(cc1)COC(=O)N2CCC(CC2)(O)CNC(=O)c4cc3nn[nH]c3cc4,0.5308,False,0.6621,False,0.5308,False,0.3201,False,0.3293,False,0.2888,False,0.3201,False,0.5308,False,0.4658,False,0.3562,False,0.3374,False,0.3186,False,0.2037,False,0.6235,False,0.6621,bindingdb_pre2412,False,0.6235
L3000,L3130,Clc1cc2c(cc1)CC(C2)Nc3nc4c(cn3)CN(C4)c5ncc(cn5)C,0.4243,False,0.4243,False,0.4243,False,0.4243,False,0.3181,False,0.2444,False,0.2184,False,0.3181,False,0.3381,False,0.3193,False,0.3293,False,0.2705,False,0.2184,False,0.3662,False,0.4243,chembl34_full,False,0.4243
L3000,L3131,Clc1cc2c(c(c1)C#N)C[C@H](C2)Nc3nc4c(cn3)CN(C4)S(=O)(=O)C,0.3943,False,0.4307,False,0.3943,False,0.3943,False,0.2874,False,0.2673,False,0.2421,False,0.2874,False,0.3206,False,0.3889,False,0.3601,False,0.3,False,0.2065,False,0.3601,False,0.4307,bindingdb_pre2412,False,0.3943
