compound_id,ik,hit_full,hit_skel,Compound_structural_similarity
C7C422_CHEMBL5396318,OTSKORUQBHAOPL-UHFFFAOYSA-N,False,False,0.456140339
C7C422_CHEMBL5431286,JDJGELMYVKDQNG-UHFFFAOYSA-N,False,False,0.402597398
C7C422_CHEMBL5425633,PNYPTXNTWSOBAX-UHFFFAOYSA-N,False,False,0.592592597
C7C422_CHEMBL5413869,VSFGDYYVSQICHC-UHFFFAOYSA-N,False,False,0.564516127
O00444_CHEMBL5415514,CHSAZNRASVNUPZ-UHFFFAOYSA-N,False,False,0.566037714
O00444_CHEMBL5406293,CEFBRAVHEOXRPB-UHFFFAOYSA-N,False,False,0.534482777
O00444_CHEMBL5408339,KRMVUBGNPHLOIB-UHFFFAOYSA-N,False,False,0.581818163
O00444_CHEMBL5428085,IYHJCLOZCBCODN-UHFFFAOYSA-N,False,False,0.581395328
O00444_CHEMBL5438941,JOVXLKCPIAGYMZ-UHFFFAOYSA-N,False,False,0.552238822
O00444_CHEMBL5409987,JPJJFSWDZSKMNK-UHFFFAOYSA-N,False,False,0.578125
O00444_CHEMBL5427137,DUBHPLWTLUVGNU-UHFFFAOYSA-N,False,False,0.578125
O00444_CHEMBL5427658,YGWHLDZWJSAXIJ-UHFFFAOYSA-N,False,False,0.714285731
O00444_CHEMBL5410628,XZFRVQXUVOWDEX-UHFFFAOYSA-N,False,False,0.454545468
O00444_CHEMBL5407680,TUBXJQSNTKADJB-UHFFFAOYSA-N,False,False,0.50666666
O00444_CHEMBL5418921,AOJFOPIRIZECFX-UHFFFAOYSA-N,False,False,0.529411793
O00444_CHEMBL5441117,ZKYMOKHIJUNTSF-UHFFFAOYSA-N,False,False,0.462686568
O00444_CHEMBL5396900,KJLHICWSHQCTOG-UHFFFAOYSA-N,False,False,0.567901254
O00444_CHEMBL5438910,APSSYSPPVXKVIX-UHFFFAOYSA-N,False,False,0.535714269
O00444_CHEMBL5399402,IXAOAKWGJQGTSH-UHFFFAOYSA-N,False,False,0.5
O00444_CHEMBL5416099,CNSBKSNYVJYAOW-UHFFFAOYSA-N,False,False,0.465116292
O00444_CHEMBL5439625,VNDQOICUOQTKSR-UHFFFAOYSA-N,False,False,0.459770113
O00444_CHEMBL5394160,OJWJEXPFOCURBR-UHFFFAOYSA-N,False,False,0.445652187
O00444_CHEMBL5440186,ATBIXCVKJSBACZ-UHFFFAOYSA-N,False,False,0.590909064
O00444_CHEMBL5407899,GWJDRIPNZRFLPR-UHFFFAOYSA-N,False,False,0.476190478
O00444_CHEMBL5399219,KUFRONWJVOQFPT-UHFFFAOYSA-N,False,False,0.566037714
O00444_CHEMBL5439296,YTPJZBZXCQYXEL-UHFFFAOYSA-N,False,False,0.38961038
O00444_CHEMBL5401624,VYVQQIIOKNXZRD-UHFFFAOYSA-N,False,False,0.705128193
O00444_CHEMBL5433061,ZSJKGPFIBSJYPH-UHFFFAOYSA-N,False,False,0.606060624
O00444_CHEMBL5439723,UJHRAQHUPBZAQZ-UHFFFAOYSA-N,False,False,0.536231875
O00444_CHEMBL5434198,JOMFYSPLZCVKDH-UHFFFAOYSA-N,False,False,0.647058845
O00444_CHEMBL5424061,SQEGDYHHZGIHGQ-UHFFFAOYSA-N,False,False,0.50666666
O00444_CHEMBL5401850,HHAXABKPEDBGQP-UHFFFAOYSA-N,False,False,0.639534891
O00444_CHEMBL5432215,PJQKELJOOVTUFZ-UHFFFAOYSA-N,False,False,0.462686568
O00444_CHEMBL5437830,ABRUIDQECOUGOX-UHFFFAOYSA-N,False,False,0.49333334
O00444_CHEMBL5438958,YEFNIEFADSXECV-UHFFFAOYSA-N,False,False,0.476190478
O00444_CHEMBL5423452,CQQYGFBNVGPFNC-UHFFFAOYSA-N,False,False,0.574999988
O00444_CHEMBL5404860,QGIFTGQPKCTJNC-UHFFFAOYSA-N,False,False,0.493975908
O00444_CHEMBL5440423,LWEUPKBZUQGZPF-UHFFFAOYSA-N,False,False,0.493827164
O00444_CHEMBL5437782,YMXSBYQVAJPRMA-UHFFFAOYSA-N,False,False,0.476190478
O00444_CHEMBL5421379,PHEAZCJXDMJWEL-UHFFFAOYSA-N,False,False,0.506024122
O00444_CHEMBL5410573,JJOKUEPULAIINA-UHFFFAOYSA-N,False,False,0.607594907
O00444_CHEMBL5410589,ZBEVDTSULXEXMQ-UHFFFAOYSA-N,False,False,0.524390221
O00444_CHEMBL5395499,CAYAUSGOGZJDQB-UHFFFAOYSA-N,False,False,0.538461566
O00444_CHEMBL5411283,IATXDHLHSDZREO-UHFFFAOYSA-N,False,False,0.506024122
O00444_CHEMBL5394214,AXFFZRCCJSTDOP-UHFFFAOYSA-N,False,False,0.512499988
O00444_CHEMBL5424982,GSPYQUDGUBLNCX-UHFFFAOYSA-N,False,False,0.488095224
O00444_CHEMBL5409586,UHKDWHNPSQDPQX-UHFFFAOYSA-N,False,False,0.488095224
O00444_CHEMBL5430398,LZPWJSZFEREKHS-UHFFFAOYSA-N,False,False,0.530864179
O00444_CHEMBL5415639,MPEGIMXEDFJRGM-UHFFFAOYSA-N,False,False,0.476923078
O00444_CHEMBL5431124,GIWIOFZXFSKQTE-UHFFFAOYSA-N,False,False,0.488095224
O00444_CHEMBL5440224,KSKBKDWCBRRZHT-UHFFFAOYSA-N,False,False,0.454545468
O00444_CHEMBL5420676,LUEXESGBMXYMQL-UHFFFAOYSA-N,False,False,0.481927723
O00444_CHEMBL5439579,CDOBJXLIXRQMSS-UHFFFAOYSA-N,False,False,0.470588237
O00444_CHEMBL5421662,OEHGEOWDIWFUCT-UHFFFAOYSA-N,False,False,0.481927723
O00444_CHEMBL5424261,HVHQESDYSNTWHO-UHFFFAOYSA-N,False,False,0.480519474
O00444_CHEMBL5420664,CKPZZDUMDWGAKU-UHFFFAOYSA-N,False,False,0.533333361
O00444_CHEMBL5418913,QLXITFDAFDYZRG-UHFFFAOYSA-N,False,False,0.563636363
O00444_CHEMBL5407522,WNQHVGYFQUHRNW-UHFFFAOYSA-N,False,False,0.875
O00444_CHEMBL5397303,NSWHOKQEFLTDFA-UHFFFAOYSA-N,False,False,0.554216862
O00444_CHEMBL5432162,JEWLTBAFKJFWSC-UHFFFAOYSA-N,False,False,0.625
O00444_CHEMBL5400736,PXSLUZICFBACPN-UHFFFAOYSA-N,False,False,0.670731723
O00444_CHEMBL5426828,FUWXNWLFYOEPCL-UHFFFAOYSA-N,False,False,0.6875
O00444_CHEMBL5404983,XRPNCCIJNVBSFF-UHFFFAOYSA-N,False,False,0.661764681
O00444_CHEMBL5432542,NHXVTGGWJAZMKU-UHFFFAOYSA-N,False,False,0.652777791
O00444_CHEMBL5399648,UKSUTRFTRYQMRC-UHFFFAOYSA-N,False,False,0.544444442
O00444_CHEMBL5420150,PJIONPDTUIXVCT-UHFFFAOYSA-N,False,False,0.593023241
O00444_CHEMBL5402864,HZDOHYKYGNRPGO-UHFFFAOYSA-N,False,False,0.69135803
O00444_CHEMBL5439790,CNDHNCBFTRUZMZ-UHFFFAOYSA-N,False,False,0.600000024
O00444_CHEMBL5423111,OYUFHCIUBHSKQX-UHFFFAOYSA-N,False,False,0.679012358
O00444_CHEMBL5408496,DEUPFSFFZLCQPF-UHFFFAOYSA-N,False,False,0.763157904
O00444_CHEMBL5425999,NAVCZBYGYNEESQ-UHFFFAOYSA-N,False,False,0.682926834
O00444_CHEMBL5424704,JWODVWOSUKHGSK-UHFFFAOYSA-N,False,False,0.6875
O00444_CHEMBL5439446,KWBSRHXEGQKPAM-UHFFFAOYSA-N,False,False,0.65476191
O00444_CHEMBL5420852,OJXGITRTPGKVKO-UHFFFAOYSA-N,False,False,0.632183909
O00444_CHEMBL5435158,QEXGPFQIQHBALP-UHFFFAOYSA-N,False,False,0.69135803
O00444_CHEMBL5424463,MEOINRRPIPRMSC-UHFFFAOYSA-N,False,False,0.662650585
O00444_CHEMBL5429187,CAAREILLXDAFRZ-UHFFFAOYSA-N,False,False,0.65476191
O00444_CHEMBL5429940,NWXOIAZXKCQIPP-UHFFFAOYSA-N,False,False,0.611111104
O00444_CHEMBL5397250,PJHNQVWNIKALTO-UHFFFAOYSA-N,False,False,0.696202517
O00444_CHEMBL5435416,DRQJKDHDNUZITN-UHFFFAOYSA-N,False,False,0.670731723
O00444_CHEMBL5409434,CHSGWBRSHHLTRA-UHFFFAOYSA-N,False,False,0.696202517
O00444_CHEMBL5438019,GCQDFIHRSLQAHL-UHFFFAOYSA-N,False,False,0.670731723
O00444_CHEMBL5430106,CHFWYNNEXACTNW-UHFFFAOYSA-N,False,False,0.723684192
O00444_CHEMBL5418250,ODVQNAZETSWKTM-UHFFFAOYSA-N,False,False,0.743243217
O00444_CHEMBL5429009,CPPKXSQKLCJLNX-UHFFFAOYSA-N,False,False,0.75
O00444_CHEMBL5396416,ANCOGLNFWMGEPC-UHFFFAOYSA-N,False,False,0.710526288
O00444_CHEMBL5425790,AVDISIKMHVXATN-UHFFFAOYSA-N,False,False,0.701298714
O00444_CHEMBL5405656,WAVGXEMZTAFUCY-UHFFFAOYSA-N,False,False,0.729729712
O00444_CHEMBL5420682,SMDFSZOJUUGDPT-UHFFFAOYSA-N,False,False,0.560000002
O00444_CHEMBL5433109,MUOGVHGWRJQVSH-UHFFFAOYSA-N,False,False,0.565656543
O00444_CHEMBL5410922,NTSTTXFDEIQUET-UHFFFAOYSA-N,False,False,0.577319562
O00444_CHEMBL5435903,ZIVSFHFXEPWVBJ-UHFFFAOYSA-N,False,False,0.577319562
O00444_CHEMBL5423103,FQOXTRGFZCSERA-UHFFFAOYSA-N,False,False,0.538461566
O00444_CHEMBL5434630,OZPZHESLXIDAPJ-UHFFFAOYSA-N,False,False,0.543689311
O00444_CHEMBL5413470,LSIGWOZLYPDPMR-UHFFFAOYSA-N,False,False,0.554455459
O00444_CHEMBL5435948,DTSILYFXJJJAPZ-UHFFFAOYSA-N,False,False,0.554455459
O00444_CHEMBL5438512,MWXRCYRZVOENFT-UHFFFAOYSA-N,False,False,0.549019635
O00444_CHEMBL5431008,ZHVSZMUFGGSGRX-UHFFFAOYSA-N,False,False,0.549019635
O00444_CHEMBL5396799,GUTYYRPGRYWTCR-UHFFFAOYSA-N,False,False,0.549019635
O00444_CHEMBL5401859,ODRSZCYCOGEMCS-UHFFFAOYSA-N,False,False,0.549019635
O00444_CHEMBL5436294,VLYBBLPTFRTEGE-UHFFFAOYSA-N,False,False,0.549019635
O00444_CHEMBL5397574,DDUCWHJWJPJLAD-UHFFFAOYSA-N,False,False,0.549019635
O00444_CHEMBL5422161,TXEJCVXFRXPLLP-UHFFFAOYSA-N,False,False,0.549019635
O00444_CHEMBL5396625,IIADPPIBLJDDNQ-UHFFFAOYSA-N,False,False,0.549019635
O00444_CHEMBL5407696,OWBQRYKEFPINAH-UHFFFAOYSA-N,False,False,0.554455459
O00444_CHEMBL5408998,DIZRLTAUDZWSKR-UHFFFAOYSA-N,False,False,0.560000002
O00444_CHEMBL5402930,MWMMHTUCRBLFMA-UHFFFAOYSA-N,False,False,0.538461566
O00444_CHEMBL5440306,PHXKQXWXBGSLGT-UHFFFAOYSA-N,False,False,0.543689311
O00444_CHEMBL5430793,GGECMHDJLICDLL-UHFFFAOYSA-N,False,False,0.549019635
O00444_CHEMBL5430165,KIJMKDJHGVHMBO-UHFFFAOYSA-N,False,False,0.554455459
O00444_CHEMBL5405221,BBPBYISZQBYVMM-UHFFFAOYSA-N,False,False,0.577319562
O00444_CHEMBL5432601,KMGIORNAHJLAHL-UHFFFAOYSA-N,False,False,0.558823526
O00444_CHEMBL5434881,NWCZEBNLHBACJY-UHFFFAOYSA-N,False,False,0.533333361
O00444_CHEMBL5404385,FVKGCUZJWJQBCU-UHFFFAOYSA-N,False,False,0.560000002
O00444_CHEMBL5438607,RLSACRBXPDUBLH-UHFFFAOYSA-N,False,False,0.565656543
O00444_CHEMBL5422518,NMSRWUTUNJWEIH-UHFFFAOYSA-N,False,False,0.577319562
O00444_CHEMBL5397330,MLGTYDVBMQGWKV-UHFFFAOYSA-N,False,False,0.577319562
O00444_CHEMBL5394971,MWEWDRFFUVBLJZ-UHFFFAOYSA-N,False,False,0.543689311
O00444_CHEMBL5430972,ZXCYXMDSRPHJRK-UHFFFAOYSA-N,False,False,0.706666648
O00444_CHEMBL5412525,IWJWNLDUWMMKBY-UHFFFAOYSA-N,False,False,0.636363626
O00444_CHEMBL5420791,ULTZAKUJXNGGGZ-UHFFFAOYSA-N,False,False,0.670731723
O00444_CHEMBL5435316,BGVXXZYIFNOSOB-UHFFFAOYSA-N,False,False,0.541666687
O00444_CHEMBL5424478,GCHHJOCFQYLDHD-UHFFFAOYSA-N,False,False,0.550724626
O00444_CHEMBL5432853,LMCFILZAVBGDJY-UHFFFAOYSA-N,False,False,0.434210539
O00444_CHEMBL5413962,NMIDELFSFNCISG-UHFFFAOYSA-N,False,False,0.433333337
O00444_CHEMBL5414664,VARKAMYMRFVEAP-UHFFFAOYSA-N,False,False,0.589285731
O00444_CHEMBL5408822,ASGRXZPMVMUXFV-UHFFFAOYSA-N,False,False,0.564516127
O00444_CHEMBL5410643,DMMNNEZFLVTFOE-UHFFFAOYSA-N,False,False,0.642857134
O00444_CHEMBL5402575,FXMLZUUOGCFASU-UHFFFAOYSA-N,False,False,0.576923072
O00444_CHEMBL5395263,KKNYBANUNOSKQW-UHFFFAOYSA-N,False,False,0.534482777
O00444_CHEMBL5416874,OROYFRQMPVZYFB-UHFFFAOYSA-N,False,False,0.581818163
O00444_CHEMBL5400742,XQRRLVLTLTXJAA-UHFFFAOYSA-N,False,False,0.522388041
O00444_CHEMBL5432922,UWIFLCGOIQHECU-UHFFFAOYSA-N,False,False,0.433333337
O00444_CHEMBL5434779,GBTONWLWGUSXIA-UHFFFAOYSA-N,False,False,0.53125
O00444_CHEMBL5407687,JPSXIDFVXHYZNG-UHFFFAOYSA-N,False,False,0.50746268
O00444_CHEMBL5399061,VDYXEZFEKMFQSD-UHFFFAOYSA-N,False,False,0.564516127
O00444_CHEMBL5394505,LLQFABKGVDPVES-UHFFFAOYSA-N,False,False,0.522388041
O00444_CHEMBL5402720,PVCBQYULDASSAN-UHFFFAOYSA-N,False,False,0.442857146
O00444_CHEMBL5429145,OMKKVWQMGRWIOU-UHFFFAOYSA-N,False,False,0.446428567
O00444_CHEMBL5417800,GPGVILCAQXFPJC-UHFFFAOYSA-N,False,False,0.42592594
O00444_CHEMBL5430526,KKUGFSPHNBJWQC-UHFFFAOYSA-N,False,False,0.533333361
O00444_CHEMBL5409014,IUHOJXBJWWEAED-UHFFFAOYSA-N,False,False,0.541666687
O00444_CHEMBL5401427,OQEHRSTWBRTJFC-UHFFFAOYSA-N,False,False,0.54838711
O00444_CHEMBL5412717,GYHMLBIZZALSBZ-UHFFFAOYSA-N,False,False,0.51111114
O00444_CHEMBL5431580,HPYKDFXRTGRRGW-UHFFFAOYSA-N,False,False,0.581818163
O00444_CHEMBL5401007,CIBNJPAPNFXEMP-UHFFFAOYSA-N,False,False,0.45161289
O00444_CHEMBL5404382,YBEOYRNYXGUXMP-UHFFFAOYSA-N,False,False,0.483870953
O00444_CHEMBL5410562,ISAATOJUXZAFCO-UHFFFAOYSA-N,False,False,0.629032254
O00444_CHEMBL5440788,YOFQYPBVQAOECG-UHFFFAOYSA-N,False,False,0.523076952
O00444_CHEMBL5415559,AWGKHSNYJZNWGS-UHFFFAOYSA-N,False,False,0.660000026
O00444_CHEMBL5420027,SKMXLXDLSIRHMF-UHFFFAOYSA-N,False,False,0.571428597
O14757_CHEMBL5413462,NSSXXNQRAYKGAQ-GASCZTMLSA-N,False,False,0.656716406
O14757_CHEMBL5409504,AZUGZDWCCRNTDK-CALCHBBNSA-N,False,False,0.647058845
O14757_CHEMBL5420872,LFJJSPZZCOIAAO-GASCZTMLSA-N,False,False,0.656716406
O14757_CHEMBL5421825,JEZXMQDUAGEGLR-CALCHBBNSA-N,False,False,0.647058845
O14757_CHEMBL5428033,YZWPGGNEZDAHPJ-GASCZTMLSA-N,False,False,0.577464759
O14757_CHEMBL5439250,QYMKGQPTZIRPMA-IYBDPMFKSA-N,False,False,0.6875
O14757_CHEMBL5420001,DAVYROZNBATKIP-BGYRXZFFSA-N,False,False,0.506329119
O14757_CHEMBL5421001,CXPVZMOBEKKYAC-UHFFFAOYSA-N,False,False,0.627118647
O14757_CHEMBL5431016,WKRSQWJVMBRBPZ-CALCHBBNSA-N,False,False,0.618421078
O14757_CHEMBL5427282,YBZJHECNTDHGQY-CALCHBBNSA-N,False,False,0.618421078
O14757_CHEMBL5407292,UTOOTASPOOSERC-GASCZTMLSA-N,False,False,0.533333361
O14757_CHEMBL5408927,OIELVFPEYHWMQZ-IYBDPMFKSA-N,False,False,0.652777791
O14757_CHEMBL5409205,WMACZWSUUNMRLW-UHFFFAOYSA-N,False,False,0.505747139
O14757_CHEMBL5401396,ZSDUYEGERXOMIG-UHFFFAOYSA-N,False,False,0.621951222
O14757_CHEMBL5408938,IJHKTBFVUWIYJW-UHFFFAOYSA-N,False,False,0.477272719
O14757_CHEMBL5398690,LVXPQSZZYSQGLA-MRXNPFEDSA-N,False,False,0.541176498
O14757_CHEMBL5394796,LVXPQSZZYSQGLA-INIZCTEOSA-N,False,False,0.541176498
O14757_CHEMBL5430670,HNPGAOXOTQQSMN-GOSISDBHSA-N,False,False,0.518072307
O14757_CHEMBL5398934,HNPGAOXOTQQSMN-SFHVURJKSA-N,False,False,0.518072307
O14757_CHEMBL5419654,POFRIXOEJZMCHH-IYBDPMFKSA-N,False,False,0.600000024
O14757_CHEMBL5403690,LHDKPFSHXFFALR-HDICACEKSA-N,False,False,0.594936728
O14757_CHEMBL5432385,WDVWNWIIOYPZAE-KDURUIRLSA-N,False,False,0.516853929
O14757_CHEMBL5425583,LHDKPFSHXFFALR-IYARVYRRSA-N,False,False,0.594936728
O14757_CHEMBL5427417,RBMXNQRKVSGKHT-HDICACEKSA-N,False,False,0.594936728
O14757_CHEMBL5433681,ZOXZXPPULYTPJD-IYBDPMFKSA-N,False,False,0.531645596
O14757_CHEMBL5433322,IQZVWRXRHZPRBO-CALCHBBNSA-N,False,False,0.626666665
O14757_CHEMBL5439325,CFRSNMKNBAXLCK-UHFFFAOYSA-N,False,False,0.61728394
O14757_CHEMBL5395135,MBOBSHMPDSNBHM-IYBDPMFKSA-N,False,False,0.802816927
O14757_CHEMBL5429443,FSNUAOCGRWZKRH-PIIMJCKOSA-N,False,False,0.625
O14757_CHEMBL5433344,MSSYEZHHVYFPOJ-OKILXGFUSA-N,False,False,0.653846145
O14757_CHEMBL5424522,HRCFERVVUBEPAE-GASCZTMLSA-N,False,False,0.694444418
O14757_CHEMBL5430680,QJNHGKZWLRDZGJ-UHFFFAOYSA-N,False,False,0.520547926
O14757_CHEMBL5424287,QOVTUCLLIZZCHG-UHFFFAOYSA-N,False,False,0.531645596
O14757_CHEMBL5438311,DLJHLQKPFJJSLK-GASCZTMLSA-N,False,False,0.848484874
O14757_CHEMBL5409206,NXCNMBDRRSLYBU-OKILXGFUSA-N,False,False,0.84375
O14757_CHEMBL5410542,VVALBICOPAGWCZ-UHFFFAOYSA-N,False,False,0.5
O14757_CHEMBL5406425,RVPKZBCDJAUJOG-UHFFFAOYSA-N,False,False,0.527777791
O14757_CHEMBL5408190,RDRCDECEAGIASX-UHFFFAOYSA-N,False,False,0.5
O14757_CHEMBL5408027,AKCIEJKJISHFRA-UHFFFAOYSA-N,False,False,0.54285717
O14757_CHEMBL5401267,PROGKLMIRQVLRO-UHFFFAOYSA-N,False,False,0.531645596
O14757_CHEMBL5411672,GJNVRRLYQDPTMH-UHFFFAOYSA-N,False,False,0.54411763
O14757_CHEMBL5411251,SQOLAIUZCKYPCQ-XYPHTWIQSA-N,False,False,0.61038959
O14757_CHEMBL5428756,SQOLAIUZCKYPCQ-RRQGHBQHSA-N,False,False,0.61038959
O14757_CHEMBL5432487,PIELNOLQJZOXMR-TXEJJXNPSA-N,False,False,0.772727251
O14757_CHEMBL5433221,OVCGZYQGQZKDFH-BETUJISGSA-N,False,False,0.784615397
O14757_CHEMBL5406086,XAOVCPIDMCQHJP-UHFFFAOYSA-N,False,False,0.600000024
O14757_CHEMBL5428278,VFKMQJIAJLEJRU-UHFFFAOYSA-N,False,False,0.682539701
O14757_CHEMBL5398258,CQHWELPYCOZWEN-UHFFFAOYSA-N,False,False,0.520547926
O14757_CHEMBL5411719,NUXMHOXYCNMXPP-UHFFFAOYSA-N,False,False,0.5
O14757_CHEMBL5424476,WFWPAJPVDYNPHY-UHFFFAOYSA-N,False,False,0.513888896
O14757_CHEMBL5438542,FHEWUAUHLOUTNY-UHFFFAOYSA-N,False,False,0.5
O14757_CHEMBL5398244,VABDKURZDFDTAX-UHFFFAOYSA-N,False,False,0.488095224
O14757_CHEMBL5405689,TVMRKOUIJDMMFB-UHFFFAOYSA-N,False,False,0.589041114
O14757_CHEMBL5401305,DXSQMTBEAIOLFP-UHFFFAOYSA-N,False,False,0.560606062
O14757_CHEMBL5434637,XJIYFCAXVVTTLB-UHFFFAOYSA-N,False,False,0.54411763
O14757_CHEMBL5411252,WOSVQDVRYSIVTA-UHFFFAOYSA-N,False,False,0.655172408
O14757_CHEMBL5396674,YXXZXFHNQPWLAW-UHFFFAOYSA-N,False,False,0.655172408
O14757_CHEMBL5410841,NXRKPNCKZKIFMK-IYBDPMFKSA-N,False,False,0.605263174
O14757_CHEMBL5426241,QOIKDVCHQYXCQL-GASCZTMLSA-N,False,False,0.638888896
O43570_CHEMBL5433200,JAPWBQCQUOSIEM-OBKDMQGPSA-N,False,False,0.722222209
O43570_CHEMBL5418092,JAPWBQCQUOSIEM-CXQPBAHBSA-N,False,False,0.722222209
O43570_CHEMBL5431609,KWPJXRHMANTYFB-OBKDMQGPSA-N,False,False,0.75999999
O43570_CHEMBL5434405,KWPJXRHMANTYFB-CXQPBAHBSA-N,False,False,0.75999999
O43570_CHEMBL5399412,JYWGGDIASDQSSD-NUPXYHBHSA-N,False,False,0.602941155
O43570_CHEMBL5410769,JYWGGDIASDQSSD-VJIOPBFVSA-N,False,False,0.602941155
O43570_CHEMBL5430974,VSEAUONETIOWGP-RTJMFUJLSA-N,False,False,0.714285731
O43570_CHEMBL5420563,VSEAUONETIOWGP-CAKRBILKSA-N,False,False,0.714285731
O43570_CHEMBL5394374,GKNYVICIQGNERP-OBKDMQGPSA-N,False,False,0.720000029
O43570_CHEMBL5439211,GKNYVICIQGNERP-CXQPBAHBSA-N,False,False,0.720000029
O43570_CHEMBL5420568,CODOYFSQOXGEKI-SFFUCWETSA-N,False,False,0.555555582
O43570_CHEMBL5429492,GEPXKKLRMYWXND-ICUGJSFKSA-N,False,False,0.592592597
O43570_CHEMBL5406311,CODOYFSQOXGEKI-ICUGJSFKSA-N,False,False,0.555555582
O43570_CHEMBL5395028,VVWPYIUMZAKJOT-UHFFFAOYSA-N,False,False,0.745098054
