target,molecule_chembl_id,n_prior_ligands,inchikey_exact_hit,inchikey_skeleton_hit,max_tanimoto
O00444,CHEMBL5438512,1626,False,False,0.5490196078431373
O00444,CHEMBL5431008,1626,False,False,0.5490196078431373
O00444,CHEMBL5396799,1626,False,False,0.5490196078431373
O00444,CHEMBL5401859,1626,False,False,0.5490196078431373
O00444,CHEMBL5436294,1626,False,False,0.5490196078431373
O00444,CHEMBL5397574,1626,False,False,0.5490196078431373
O00444,CHEMBL5422161,1626,False,False,0.5490196078431373
O00444,CHEMBL5396625,1626,False,False,0.5490196078431373
O00444,CHEMBL5407696,1626,False,False,0.5544554455445545
O00444,CHEMBL5408998,1626,False,False,0.56
O00444,CHEMBL5402930,1626,False,False,0.5384615384615384
O00444,CHEMBL5440306,1626,False,False,0.5436893203883495
O00444,CHEMBL5430793,1626,False,False,0.5490196078431373
O00444,CHEMBL5430165,1626,False,False,0.5544554455445545
O00444,CHEMBL5405221,1626,False,False,0.5773195876288659
O00444,CHEMBL5432601,1626,False,False,0.5588235294117647
O00444,CHEMBL5434881,1626,False,False,0.5333333333333333
O00444,CHEMBL5404385,1626,False,False,0.56
O00444,CHEMBL5438607,1626,False,False,0.5656565656565656
O00444,CHEMBL5422518,1626,False,False,0.5773195876288659
O00444,CHEMBL5397330,1626,False,False,0.5773195876288659
O00444,CHEMBL5394971,1626,False,False,0.5436893203883495
O00444,CHEMBL5430972,1626,False,False,0.7066666666666667
O00444,CHEMBL5412525,1626,False,False,0.6363636363636364
O00444,CHEMBL5420791,1626,False,False,0.6707317073170732
O00444,CHEMBL5435316,1626,False,False,0.3835616438356164
O00444,CHEMBL5424478,1626,False,False,0.36363636363636365
O00444,CHEMBL5432853,1626,False,False,0.35555555555555557
O00444,CHEMBL5413962,1626,False,False,0.3977272727272727
O00444,CHEMBL5414664,1626,False,False,0.4838709677419355
O00444,CHEMBL5408822,1626,False,False,0.44776119402985076
O00444,CHEMBL5410643,1626,False,False,0.46153846153846156
O00444,CHEMBL5402575,1626,False,False,0.4838709677419355
O00444,CHEMBL5395263,1626,False,False,0.44776119402985076
O00444,CHEMBL5416874,1626,False,False,0.46153846153846156
O00444,CHEMBL5400742,1626,False,False,0.39473684210526316
O00444,CHEMBL5432922,1626,False,False,0.3103448275862069
O00444,CHEMBL5434779,1626,False,False,0.38571428571428573
O00444,CHEMBL5407687,1626,False,False,0.40298507462686567
O00444,CHEMBL5399061,1626,False,False,0.47761194029850745
O00444,CHEMBL5394505,1626,False,False,0.47761194029850745
O00444,CHEMBL5402720,1626,False,False,0.42424242424242425
O00444,CHEMBL5429145,1626,False,False,0.2972972972972973
O00444,CHEMBL5417800,1626,False,False,0.32
O00444,CHEMBL5430526,1626,False,False,0.34285714285714286
O00444,CHEMBL5409014,1626,False,False,0.32894736842105265
O00444,CHEMBL5401427,1626,False,False,0.42028985507246375
O00444,CHEMBL5412717,1626,False,False,0.4
O00444,CHEMBL5431580,1626,False,False,0.5079365079365079
O00444,CHEMBL5401007,1626,False,False,0.33
O00444,CHEMBL5404382,1626,False,False,0.35714285714285715
O00444,CHEMBL5410562,1626,False,False,0.42857142857142855
O00444,CHEMBL5440788,1626,False,False,0.43478260869565216
O00444,CHEMBL5415559,1626,False,False,0.4918032786885246
O00444,CHEMBL5420027,1626,False,False,0.45454545454545453
O14757,CHEMBL5413462,5105,False,False,0.5633802816901409
O14757,CHEMBL5409504,5105,False,False,0.5342465753424658
O14757,CHEMBL5420872,5105,False,False,0.5416666666666666
O14757,CHEMBL5421825,5105,False,False,0.5342465753424658
O14757,CHEMBL5428033,5105,False,False,0.47368421052631576
O14757,CHEMBL5439250,5105,False,False,0.5652173913043478
O14757,CHEMBL5420001,5105,False,False,0.5
O14757,CHEMBL5421001,5105,False,False,0.6271186440677966
O14757,CHEMBL5431016,5105,False,False,0.5131578947368421
O14757,CHEMBL5427282,5105,False,False,0.5131578947368421
O14757,CHEMBL5407292,5105,False,False,0.45569620253164556
O14757,CHEMBL5408927,5105,False,False,0.5416666666666666
O14757,CHEMBL5409205,5105,False,False,0.4936708860759494
O14757,CHEMBL5401396,5105,False,False,0.5185185185185185
O14757,CHEMBL5408938,5105,False,False,0.42696629213483145
O14757,CHEMBL5398690,5105,False,False,0.5411764705882353
O14757,CHEMBL5394796,5105,False,False,0.5411764705882353
O14757,CHEMBL5430670,5105,False,False,0.5180722891566265
O14757,CHEMBL5398934,5105,False,False,0.5180722891566265
O14757,CHEMBL5419654,5105,False,False,0.5194805194805194
O14757,CHEMBL5403690,5105,False,False,0.4936708860759494
O14757,CHEMBL5432385,5105,False,False,0.4725274725274725
O14757,CHEMBL5425583,5105,False,False,0.4936708860759494
O14757,CHEMBL5427417,5105,False,False,0.4936708860759494
O14757,CHEMBL5433681,5105,False,False,0.43902439024390244
O14757,CHEMBL5433322,5105,False,False,0.52
O14757,CHEMBL5439325,5105,False,False,0.42391304347826086
O14757,CHEMBL5395135,5105,False,False,0.5131578947368421
O14757,CHEMBL5429443,5105,False,False,0.5256410256410257
O14757,CHEMBL5433344,5105,False,False,0.5064935064935064
O14757,CHEMBL5424522,5105,False,False,0.52
O14757,CHEMBL5430680,5105,False,False,0.5205479452054794
O14757,CHEMBL5424287,5105,False,False,0.5138888888888888
O14757,CHEMBL5438311,5105,False,False,0.5492957746478874
O14757,CHEMBL5409206,5105,False,False,0.5492957746478874
O14757,CHEMBL5410542,5105,False,False,0.4935064935064935
O14757,CHEMBL5406425,5105,False,False,0.5277777777777778
O14757,CHEMBL5408190,5105,False,False,0.5
O14757,CHEMBL5408027,5105,False,False,0.5428571428571428
O14757,CHEMBL5401267,5105,False,False,0.5138888888888888
O14757,CHEMBL5411672,5105,False,False,0.5441176470588235
O14757,CHEMBL5411251,5105,False,False,0.5064935064935064
O14757,CHEMBL5428756,5105,False,False,0.5064935064935064
O14757,CHEMBL5432487,5105,False,False,0.5571428571428572
O14757,CHEMBL5433221,5105,False,False,0.5652173913043478
O14757,CHEMBL5406086,5105,False,False,0.578125
O14757,CHEMBL5428278,5105,False,False,0.5606060606060606
O14757,CHEMBL5398258,5105,False,False,0.5205479452054794
O14757,CHEMBL5411719,5105,False,False,0.5
O14757,CHEMBL5424476,5105,False,False,0.5138888888888888
O14757,CHEMBL5438542,5105,False,False,0.5
O14757,CHEMBL5398244,5105,False,False,0.4868421052631579
O14757,CHEMBL5405689,5105,False,False,0.5606060606060606
O14757,CHEMBL5401305,5105,False,False,0.5606060606060606
O14757,CHEMBL5434637,5105,False,False,0.5441176470588235
O14757,CHEMBL5411252,5105,False,False,0.6065573770491803
O14757,CHEMBL5396674,5105,False,False,0.6065573770491803
O14757,CHEMBL5410841,5105,False,False,0.52
O14757,CHEMBL5426241,5105,False,False,0.5492957746478874
O43570,CHEMBL5433200,4924,False,False,0.7222222222222222
O43570,CHEMBL5418092,4924,False,False,0.7222222222222222
O43570,CHEMBL5431609,4924,False,False,0.7142857142857143
O43570,CHEMBL5434405,4924,False,False,0.7142857142857143
O43570,CHEMBL5399412,4924,False,False,0.6029411764705882
O43570,CHEMBL5410769,4924,False,False,0.6029411764705882
O43570,CHEMBL5430974,4924,False,False,0.7142857142857143
O43570,CHEMBL5420563,4924,False,False,0.7142857142857143
O43570,CHEMBL5394374,4924,False,False,0.6
O43570,CHEMBL5439211,4924,False,False,0.6
O43570,CHEMBL5420568,4924,False,False,0.46875
O43570,CHEMBL5429492,4924,False,False,0.5666666666666667
O43570,CHEMBL5406311,4924,False,False,0.46875
O43570,CHEMBL5395028,4924,False,False,0.4528301886792453
O43570,CHEMBL5408660,4924,False,False,0.45161290322580644
O43570,CHEMBL5394136,4924,False,False,0.3783783783783784
O43570,CHEMBL5428616,4924,False,False,0.5
O43570,CHEMBL5411236,4924,False,False,0.45454545454545453
O43570,CHEMBL5434644,4924,False,False,0.5535714285714286
O43570,CHEMBL5418325,4924,False,False,0.5
O43570,CHEMBL5418448,4924,False,False,0.625
O43570,CHEMBL5396521,4924,False,False,0.49206349206349204
O43570,CHEMBL5406454,4924,False,False,0.5471698113207547
O43570,CHEMBL5415157,4924,False,False,0.4166666666666667
O43570,CHEMBL5430687,4924,False,False,0.5636363636363636
O43570,CHEMBL5402415,4924,False,False,0.43548387096774194
O43570,CHEMBL5403443,4924,False,False,0.5625
O43570,CHEMBL5423785,4924,False,False,0.43636363636363634
O43570,CHEMBL5420806,4924,False,False,0.5471698113207547
O43570,CHEMBL5408282,4924,False,False,0.5471698113207547
O43570,CHEMBL5403015,4924,False,False,0.52
O43570,CHEMBL5418584,4924,False,False,0.5
O43570,CHEMBL5408039,4924,False,False,0.4307692307692308
O43570,CHEMBL5417623,4924,False,False,0.5
O43570,CHEMBL5419120,4924,False,False,0.47619047619047616
O43570,CHEMBL5419562,4924,False,False,0.48148148148148145
O43570,CHEMBL5409839,4924,False,False,0.47058823529411764
O43570,CHEMBL5406763,4924,False,False,0.5102040816326531
O43570,CHEMBL5398527,4924,False,False,0.5961538461538461
O43570,CHEMBL5398482,4924,False,False,0.47058823529411764
O43570,CHEMBL5404478,4924,False,False,0.625
O43570,CHEMBL5430744,4924,False,False,0.5263157894736842
O43570,CHEMBL5404207,4924,False,False,0.4528301886792453
O43570,CHEMBL5432122,4924,False,False,0.43636363636363634
O43570,CHEMBL5400096,4924,False,False,0.43636363636363634
O43570,CHEMBL5427772,4924,False,False,0.45454545454545453
O43570,CHEMBL5439825,4924,False,False,0.45614035087719296
O43570,CHEMBL5424006,4924,False,False,0.5223880597014925
O43570,CHEMBL5419432,4924,False,False,0.4691358024691358
O43570,CHEMBL5436128,4924,False,False,0.5
O43570,CHEMBL5411012,4924,False,False,0.4393939393939394
O43570,CHEMBL5427767,4924,False,False,0.3709677419354839
O43570,CHEMBL5412673,4924,False,False,0.4444444444444444
O43570,CHEMBL5413719,4924,False,False,0.42857142857142855
O43570,CHEMBL5434757,4924,False,False,0.4027777777777778
O43570,CHEMBL5398809,4924,False,False,0.35714285714285715
O43570,CHEMBL5423264,4924,False,False,0.3620689655172414
O43570,CHEMBL5431226,4924,False,False,0.4142857142857143
O43570,CHEMBL5400438,4924,False,False,0.4084507042253521
O43570,CHEMBL5422561,4924,False,False,0.4117647058823529
O43570,CHEMBL5422492,4924,False,False,0.5972222222222222
O43570,CHEMBL5438275,4924,False,False,0.4084507042253521
O43570,CHEMBL5411466,4924,False,False,0.42028985507246375
O43570,CHEMBL5419182,4924,False,False,0.4878048780487805
O43570,CHEMBL5428815,4924,False,False,0.6938775510204082
O43570,CHEMBL5406041,4924,False,False,0.4090909090909091
O43570,CHEMBL5439068,4924,False,False,0.6727272727272727
O43570,CHEMBL5401486,4924,False,False,0.49230769230769234
O43570,CHEMBL5424643,4924,False,False,0.5862068965517241
O43570,CHEMBL5402861,4924,False,False,0.5
O43570,CHEMBL5422807,4924,False,False,0.5
O43570,CHEMBL5415701,4924,False,False,0.5365853658536586
O43570,CHEMBL5417652,4924,False,False,0.52
O43570,CHEMBL5430843,4924,False,False,0.4482758620689655
O43570,CHEMBL5415971,4924,False,False,0.3793103448275862
O43570,CHEMBL5434579,4924,False,False,0.38596491228070173
O43570,CHEMBL5427495,4924,False,False,0.4426229508196721
O43570,CHEMBL5396279,4924,False,False,0.39655172413793105
O43570,CHEMBL5427064,4924,False,False,0.45454545454545453
O43570,CHEMBL5434717,4924,False,False,0.39285714285714285
O43570,CHEMBL5405313,4924,False,False,0.5576923076923077
O43570,CHEMBL5428119,4924,False,False,0.5686274509803921
O43570,CHEMBL5406828,4924,False,False,0.5370370370370371
O43570,CHEMBL5421787,4924,False,False,0.5471698113207547
O43570,CHEMBL5410832,4924,False,False,0.5660377358490566
O43570,CHEMBL5396229,4924,False,False,0.5079365079365079
O43570,CHEMBL5400915,4924,False,False,0.4528301886792453
O43570,CHEMBL5423723,4924,False,False,0.4
O43570,CHEMBL5409485,4924,False,False,0.5806451612903226
O43570,CHEMBL5411876,4924,False,False,0.52
O43570,CHEMBL5430806,4924,False,False,0.4878048780487805
O43570,CHEMBL5427215,4924,False,False,0.39655172413793105
O43570,CHEMBL5418987,4924,False,False,0.39344262295081966
O43570,CHEMBL5417966,4924,False,False,0.5476190476190477
O43570,CHEMBL5427397,4924,False,False,0.5
O43570,CHEMBL5393899,4924,False,False,0.4861111111111111
O43570,CHEMBL5416640,4924,False,False,0.5897435897435898
O43570,CHEMBL5399753,4924,False,False,0.8085106382978723
O43570,CHEMBL5432003,4924,False,False,0.6739130434782609
O43570,CHEMBL5399026,4924,False,False,0.6739130434782609
O43570,CHEMBL5413773,4924,False,False,0.5490196078431373
O43570,CHEMBL5416330,4924,False,False,0.509090909090909
O43570,CHEMBL5429247,4924,False,False,0.625
O43570,CHEMBL5438146,4924,False,False,0.5471698113207547
O43570,CHEMBL5400590,4924,False,False,0.625
O43570,CHEMBL5423705,4924,False,False,0.6666666666666666
O43570,CHEMBL5420340,4924,False,False,0.5740740740740741
O43570,CHEMBL5418256,4924,False,False,0.5333333333333333
O43570,CHEMBL5408414,4924,False,False,0.5333333333333333
O43570,CHEMBL5422630,4924,False,False,0.5454545454545454
O43570,CHEMBL5412024,4924,False,False,0.41333333333333333
O43570,CHEMBL5424738,4924,False,False,0.4626865671641791
O43570,CHEMBL5423986,4924,False,False,0.45454545454545453
O43570,CHEMBL5423626,4924,False,False,0.37777777777777777
O43570,CHEMBL5407099,4924,False,False,0.44776119402985076
O43570,CHEMBL5439232,4924,False,False,0.47619047619047616
O43570,CHEMBL5412326,4924,False,False,0.38636363636363635
O43570,CHEMBL5404854,4924,False,False,0.375
O43570,CHEMBL5434475,4924,False,False,0.38461538461538464
O43570,CHEMBL5398061,4924,False,False,0.41935483870967744
O43570,CHEMBL5422153,4924,False,False,0.44776119402985076
O43570,CHEMBL5395857,4924,False,False,0.4142857142857143
O43570,CHEMBL5397659,4924,False,False,0.5084745762711864
O43570,CHEMBL5419752,4924,False,False,0.5692307692307692
O43570,CHEMBL5404038,4924,False,False,0.44594594594594594
O43570,CHEMBL5439318,4924,False,False,0.4576271186440678
O43570,CHEMBL5405279,4924,False,False,0.5
O43570,CHEMBL5437142,4924,False,False,0.5344827586206896
O43570,CHEMBL5420020,4924,False,False,0.4745762711864407
O43570,CHEMBL5432770,4924,False,False,0.4393939393939394
O43570,CHEMBL5395679,4924,False,False,0.45901639344262296
O43570,CHEMBL5424727,4924,False,False,0.4745762711864407
O43570,CHEMBL5425125,4924,False,False,0.3486238532110092
O43570,CHEMBL5412351,4924,False,False,0.42857142857142855
O43570,CHEMBL5424664,4924,False,False,0.4090909090909091
O43570,CHEMBL5420931,4924,False,False,0.3968253968253968
O43570,CHEMBL5417084,4924,False,False,0.44776119402985076
O43570,CHEMBL5430482,4924,False,False,0.4142857142857143
O43570,CHEMBL5414077,4924,False,False,0.5084745762711864
O43570,CHEMBL5402143,4924,False,False,0.5692307692307692
O43570,CHEMBL5426216,4924,False,False,0.44594594594594594
O43570,CHEMBL5413021,4924,False,False,0.4576271186440678
O43570,CHEMBL5402145,4924,False,False,0.5
O43570,CHEMBL5438010,4924,False,False,0.5344827586206896
O43570,CHEMBL5421531,4924,False,False,0.4745762711864407
O43570,CHEMBL5411936,4924,False,False,0.4393939393939394
O43570,CHEMBL5419447,4924,False,False,0.45901639344262296
O43570,CHEMBL5396393,4924,False,False,0.4745762711864407
O43570,CHEMBL5409658,4924,False,False,0.3486238532110092
O43570,CHEMBL5413693,4924,False,False,0.42857142857142855
O43570,CHEMBL5429073,4924,False,False,0.4090909090909091
O43570,CHEMBL5401434,4924,False,False,0.3968253968253968
O43570,CHEMBL5402497,4924,False,False,0.4461538461538462
O43570,CHEMBL5412870,4924,False,False,0.4909090909090909
O43570,CHEMBL5422706,4924,False,False,0.6451612903225806
O43570,CHEMBL5425202,4924,False,False,0.5
O43570,CHEMBL5433765,4924,False,False,0.6140350877192983
O43570,CHEMBL5420539,4924,False,False,0.6451612903225806
O43570,CHEMBL5395423,4924,False,False,0.5
O43570,CHEMBL5407842,4924,False,False,0.609375
O43570,CHEMBL5396530,4924,False,False,0.576271186440678
O43570,CHEMBL5397521,4924,False,False,0.609375
O43570,CHEMBL5439370,4924,False,False,0.6666666666666666
O43570,CHEMBL5415949,4924,False,False,0.6666666666666666
O43570,CHEMBL5395274,4924,False,False,0.40625
O43570,CHEMBL5407876,4924,False,False,0.44642857142857145
O43570,CHEMBL5430374,4924,False,False,0.42
O43570,CHEMBL5403578,4924,False,False,0.4528301886792453
O43570,CHEMBL5439016,4924,False,False,0.4444444444444444
O43570,CHEMBL5430474,4924,False,False,0.4166666666666667
O43570,CHEMBL5439521,4924,False,False,0.3584905660377358
O43570,CHEMBL5433722,4924,False,False,0.6666666666666666
O43570,CHEMBL5416307,4924,False,False,0.543859649122807
O43570,CHEMBL5402383,4924,False,False,0.5294117647058824
O43570,CHEMBL5397739,4924,False,False,0.5294117647058824
O43570,CHEMBL5399974,4924,False,False,0.3424657534246575
O43570,CHEMBL5422102,4924,False,False,0.5277777777777778
O43570,CHEMBL5406077,4924,False,False,0.4090909090909091
O43570,CHEMBL5440906,4924,False,False,0.5161290322580645
O43570,CHEMBL5440763,4924,False,False,0.49206349206349204
O43570,CHEMBL5436282,4924,False,False,0.4909090909090909
O43570,CHEMBL5411702,4924,False,False,0.5161290322580645
O43570,CHEMBL5414836,4924,False,False,0.49206349206349204
O43570,CHEMBL5399204,4924,False,False,0.4861111111111111
O43570,CHEMBL5433154,4924,False,False,0.44871794871794873
O43570,CHEMBL5409881,4924,False,False,0.45454545454545453
O43570,CHEMBL5403938,4924,False,False,0.4861111111111111
O43570,CHEMBL5421790,4924,False,False,0.44871794871794873
O43570,CHEMBL5432812,4924,False,False,0.5535714285714286
O43570,CHEMBL5408885,4924,False,False,0.6825396825396826
O43570,CHEMBL5403077,4924,False,False,0.5866666666666667
O43570,CHEMBL5420858,4924,False,False,0.5507246376811594
O43570,CHEMBL5396677,4924,False,False,0.5277777777777778
O43570,CHEMBL5413403,4924,False,False,0.5362318840579711
O43570,CHEMBL5410282,4924,False,False,0.3958333333333333
O43570,CHEMBL5417595,4924,False,False,0.40789473684210525
O60341,CHEMBL5439389,2469,False,False,0.49333333333333335
O60341,CHEMBL5408271,2469,False,False,0.42168674698795183
O60341,CHEMBL5416205,2469,False,False,0.417910447761194
O60341,CHEMBL5423159,2469,False,False,0.4918032786885246
O60341,CHEMBL5425308,2469,False,False,0.45555555555555555
O60341,CHEMBL5433416,2469,False,False,0.5108695652173914
O60341,CHEMBL5396850,2469,False,False,0.4805194805194805
O60341,CHEMBL5434190,2469,False,False,0.49333333333333335
O60341,CHEMBL5430614,2469,False,False,0.5
O60341,CHEMBL5438843,2469,False,False,0.48936170212765956
O60341,CHEMBL5432041,2469,False,False,0.5064935064935064
O60341,CHEMBL5423712,2469,False,False,0.5125
O60341,CHEMBL5401491,2469,False,False,0.4875
O60341,CHEMBL5432465,2469,False,False,0.4936708860759494
O60341,CHEMBL5439259,2469,False,False,0.42857142857142855
O60341,CHEMBL5438431,2469,False,True,1.0
O60341,CHEMBL5410672,2469,False,False,0.41333333333333333
O60341,CHEMBL5430017,2469,False,False,0.2833333333333333
O60341,CHEMBL5406479,2469,False,False,0.5
O60341,CHEMBL5413049,2469,False,False,0.5423728813559322
O60341,CHEMBL5434915,2469,False,False,0.4918032786885246
O60341,CHEMBL5432927,2469,False,False,0.4125
O60341,CHEMBL5437604,2469,False,False,0.421875
